,holiday,temperature,rain_1h,snow_1h,clouds_percentage,population_density,time,Christmas Day,Columbus Day,Independence Day,Labor Day,Martin Luther King Jr Day,Memorial Day,New Years Day,None,State Fair,Thanksgiving Day,Veterans Day,Washingtons Birthday
39680,None,292.282,0.0,0.0,92,590,2,0,0,0,0,0,0,0,1,0,0,0,0
9468,None,292.43,0.0,0.0,90,4673,18,0,0,0,0,0,0,0,1,0,0,0,0
15579,None,276.35,0.0,0.0,90,725,1,0,0,0,0,0,0,0,1,0,0,0,0
28987,None,272.51,0.0,0.0,1,5867,15,0,0,0,0,0,0,0,1,0,0,0,0
6259,None,279.45,0.0,0.0,90,3226,19,0,0,0,0,0,0,0,1,0,0,0,0
29093,None,288.38,0.0,0.0,90,4943,14,0,0,0,0,0,0,0,1,0,0,0,0
15562,None,291.2,0.0,0.0,88,5654,6,0,0,0,0,0,0,0,1,0,0,0,0
23983,None,295.88,1.34,0.0,48,5729,16,0,0,0,0,0,0,0,1,0,0,0,0
33605,None,300.79,0.0,0.0,75,5577,17,0,0,0,0,0,0,0,1,0,0,0,0
41624,None,292.35,0.0,0.0,1,396,1,0,0,0,0,0,0,0,1,0,0,0,0
36741,None,293.49,0.0,0.0,20,6260,8,0,0,0,0,0,0,0,1,0,0,0,0
5942,None,246.38,0.0,0.0,1,194,2,0,0,0,0,0,0,0,1,0,0,0,0
34257,None,298.29,0.0,0.0,90,4572,17,0,0,0,0,0,0,0,1,0,0,0,0
37988,None,284.89,0.0,0.0,90,4909,9,0,0,0,0,0,0,0,1,0,0,0,0
38376,None,290.7,0.0,0.0,1,735,2,0,0,0,0,0,0,0,1,0,0,0,0
29589,Thanksgiving Day,268.24,0.0,0.0,64,929,0,0,0,0,0,0,0,0,0,0,1,0,0
14585,None,279.51,0.0,0.0,90,4743,12,0,0,0,0,0,0,0,1,0,0,0,0
25755,None,264.21,0.0,0.0,20,342,1,0,0,0,0,0,0,0,1,0,0,0,0
17032,None,275.42,0.0,0.0,90,4520,18,0,0,0,0,0,0,0,1,0,0,0,0
14879,None,295.98,0.0,0.0,1,2122,23,0,0,0,0,0,0,0,1,0,0,0,0
33240,None,284.23,0.0,0.0,90,6305,16,0,0,0,0,0,0,0,1,0,0,0,0
42723,None,301.94,0.0,0.0,20,3864,18,0,0,0,0,0,0,0,1,0,0,0,0
14619,None,284.28,0.0,0.0,1,342,3,0,0,0,0,0,0,0,1,0,0,0,0
7334,None,268.38,0.0,0.0,40,2545,20,0,0,0,0,0,0,0,1,0,0,0,0
21363,None,280.08,0.0,0.0,90,364,3,0,0,0,0,0,0,0,1,0,0,0,0
39641,None,264.87,0.0,0.0,64,5407,13,0,0,0,0,0,0,0,1,0,0,0,0
22604,None,306.37,0.0,0.0,0,5073,15,0,0,0,0,0,0,0,1,0,0,0,0
41926,None,280.1,0.0,0.0,99,6283,8,0,0,0,0,0,0,0,1,0,0,0,0
24491,None,281.46,0.0,0.0,75,3455,10,0,0,0,0,0,0,0,1,0,0,0,0
36315,None,281.85,0.0,0.0,90,862,4,0,0,0,0,0,0,0,1,0,0,0,0
28751,None,287.01,0.0,0.0,90,3095,22,0,0,0,0,0,0,0,1,0,0,0,0
35136,None,290.26,1.52,0.0,90,986,4,0,0,0,0,0,0,0,1,0,0,0,0
10431,None,292.28,0.0,0.0,90,5677,6,0,0,0,0,0,0,0,1,0,0,0,0
3651,None,291.84,0.0,0.0,1,5111,6,0,0,0,0,0,0,0,1,0,0,0,0
27533,None,269.16,0.0,0.0,1,417,3,0,0,0,0,0,0,0,1,0,0,0,0
25831,None,292.3,0.0,0.0,40,1223,23,0,0,0,0,0,0,0,1,0,0,0,0
23795,None,301.37,0.0,0.0,12,3041,21,0,0,0,0,0,0,0,1,0,0,0,0
3684,None,301.72,0.0,0.0,36,3734,16,0,0,0,0,0,0,0,1,0,0,0,0
27016,None,268.64,0.0,0.0,90,1514,23,0,0,0,0,0,0,0,1,0,0,0,0
19542,None,275.21,0.0,0.0,90,4679,11,0,0,0,0,0,0,0,1,0,0,0,0
10271,None,290.2,0.0,0.0,1,357,2,0,0,0,0,0,0,0,1,0,0,0,0
37445,None,274.08,0.38,0.0,64,2217,20,0,0,0,0,0,0,0,1,0,0,0,0
2481,None,289.0,0.0,0.0,40,1534,22,0,0,0,0,0,0,0,1,0,0,0,0
13788,None,293.15,0.0,0.0,1,1855,7,0,0,0,0,0,0,0,1,0,0,0,0
17486,None,284.35,0.0,0.0,90,4296,10,0,0,0,0,0,0,0,1,0,0,0,0
32612,None,276.8,0.0,0.0,90,240,4,0,0,0,0,0,0,0,1,0,0,0,0
6903,None,294.79,0.0,0.0,75,5402,14,0,0,0,0,0,0,0,1,0,0,0,0
34745,None,271.7,0.0,0.0,1,1198,7,0,0,0,0,0,0,0,1,0,0,0,0
31530,None,285.86,0.0,0.0,1,5817,15,0,0,0,0,0,0,0,1,0,0,0,0
7532,None,259.95,0.0,0.0,1,720,1,0,0,0,0,0,0,0,1,0,0,0,0
34740,None,295.209,0.0,0.0,92,3333,10,0,0,0,0,0,0,0,1,0,0,0,0
23703,None,281.5,0.0,0.0,1,3010,5,0,0,0,0,0,0,0,1,0,0,0,0
9047,None,275.942,0.0,0.0,24,1006,23,0,0,0,0,0,0,0,1,0,0,0,0
25405,None,292.65,0.0,0.0,75,5068,9,0,0,0,0,0,0,0,1,0,0,0,0
18640,None,260.59,0.0,0.0,100,4543,11,0,0,0,0,0,0,0,1,0,0,0,0
1602,None,271.22,0.0,0.0,90,2555,5,0,0,0,0,0,0,0,1,0,0,0,0
20518,None,282.43,0.0,0.0,90,3233,19,0,0,0,0,0,0,0,1,0,0,0,0
21537,None,283.75,0.0,0.0,93,4128,13,0,0,0,0,0,0,0,1,0,0,0,0
11250,None,274.87,0.0,0.0,1,877,4,0,0,0,0,0,0,0,1,0,0,0,0
33101,None,257.51,0.0,0.0,75,5716,8,0,0,0,0,0,0,0,1,0,0,0,0
27354,None,292.09,0.0,0.0,90,4880,12,0,0,0,0,0,0,0,1,0,0,0,0
39141,None,297.29,0.0,0.0,75,2559,21,0,0,0,0,0,0,0,1,0,0,0,0
14372,None,274.86,0.0,0.0,90,3928,14,0,0,0,0,0,0,0,1,0,0,0,0
35324,None,298.34,0.0,0.0,1,4455,15,0,0,0,0,0,0,0,1,0,0,0,0
36141,None,284.09,0.0,0.0,75,4695,17,0,0,0,0,0,0,0,1,0,0,0,0
35215,None,296.05,0.0,0.0,40,1872,8,0,0,0,0,0,0,0,1,0,0,0,0
318,None,270.536,0.0,0.0,0,322,3,0,0,0,0,0,0,0,1,0,0,0,0
30510,None,266.58,0.0,0.0,1,2560,20,0,0,0,0,0,0,0,1,0,0,0,0
33133,None,267.39,0.0,0.0,1,5786,15,0,0,0,0,0,0,0,1,0,0,0,0
9461,None,295.8,0.0,0.0,75,1969,22,0,0,0,0,0,0,0,1,0,0,0,0
8000,None,288.72,0.0,0.0,1,5642,15,0,0,0,0,0,0,0,1,0,0,0,0
4312,None,294.57,0.0,0.0,40,518,6,0,0,0,0,0,0,0,1,0,0,0,0
9840,None,281.04,0.0,0.0,90,5563,14,0,0,0,0,0,0,0,1,0,0,0,0
7121,None,275.86,0.0,0.0,64,5395,9,0,0,0,0,0,0,0,1,0,0,0,0
13548,None,279.226,0.0,0.0,92,326,3,0,0,0,0,0,0,0,1,0,0,0,0
36810,None,273.22,0.0,0.0,90,1773,22,0,0,0,0,0,0,0,1,0,0,0,0
7464,None,291.24,0.0,0.0,1,2910,22,0,0,0,0,0,0,0,1,0,0,0,0
31986,None,251.29,0.0,0.0,1,378,1,0,0,0,0,0,0,0,1,0,0,0,0
32506,None,274.93,0.0,0.0,90,380,1,0,0,0,0,0,0,0,1,0,0,0,0
32568,None,293.35,2.15,0.0,90,3998,11,0,0,0,0,0,0,0,1,0,0,0,0
19684,None,267.42,0.0,0.0,1,4115,12,0,0,0,0,0,0,0,1,0,0,0,0
7068,None,274.02,0.0,0.0,90,5263,14,0,0,0,0,0,0,0,1,0,0,0,0
2371,None,270.8,0.0,0.0,75,5223,11,0,0,0,0,0,0,0,1,0,0,0,0
40578,None,288.89,0.0,0.0,40,4677,13,0,0,0,0,0,0,0,1,0,0,0,0
35899,None,301.887,0.0,0.0,8,2656,21,0,0,0,0,0,0,0,1,0,0,0,0
24252,None,276.69,0.0,0.0,90,1498,22,0,0,0,0,0,0,0,1,0,0,0,0
41150,None,266.03,0.0,0.0,64,5685,8,0,0,0,0,0,0,0,1,0,0,0,0
8822,None,303.45,0.0,0.0,90,4651,18,0,0,0,0,0,0,0,1,0,0,0,0
15132,None,270.15,0.0,0.0,90,4670,18,0,0,0,0,0,0,0,1,0,0,0,0
10113,None,260.64,0.0,0.0,90,3033,20,0,0,0,0,0,0,0,1,0,0,0,0
12549,None,297.29,0.0,0.0,75,1397,0,0,0,0,0,0,0,0,1,0,0,0,0
24883,None,290.88,0.0,0.0,90,5195,6,0,0,0,0,0,0,0,1,0,0,0,0
15930,None,296.41,0.0,0.0,1,4602,11,0,0,0,0,0,0,0,1,0,0,0,0
12077,None,282.03,0.0,0.0,1,2810,5,0,0,0,0,0,0,0,1,0,0,0,0
1824,None,274.01,0.0,0.0,90,4071,19,0,0,0,0,0,0,0,1,0,0,0,0
84,None,275.45,0.0,0.0,90,3286,21,0,0,0,0,0,0,0,1,0,0,0,0
10498,None,272.29,0.0,0.0,1,1235,23,0,0,0,0,0,0,0,1,0,0,0,0
19796,None,288.79,0.3,0.0,90,5204,12,0,0,0,0,0,0,0,1,0,0,0,0
3851,None,286.89,3.19,0.0,75,2740,20,0,0,0,0,0,0,0,1,0,0,0,0
16746,None,302.04,0.0,0.0,0,5123,14,0,0,0,0,0,0,0,1,0,0,0,0
26952,None,290.97,1.52,0.0,90,301,2,0,0,0,0,0,0,0,1,0,0,0,0
22426,None,269.57,0.0,0.0,90,5179,9,0,0,0,0,0,0,0,1,0,0,0,0
39603,None,282.2,0.0,0.0,56,1897,23,0,0,0,0,0,0,0,1,0,0,0,0
41980,None,277.3,1.63,0.0,40,5663,16,0,0,0,0,0,0,0,1,0,0,0,0
10432,None,289.61,0.0,0.0,90,378,1,0,0,0,0,0,0,0,1,0,0,0,0
34114,None,265.48,0.0,0.0,40,4325,7,0,0,0,0,0,0,0,1,0,0,0,0
29890,None,295.66,0.0,0.0,75,2961,5,0,0,0,0,0,0,0,1,0,0,0,0
3607,None,263.65,0.0,0.0,40,4801,13,0,0,0,0,0,0,0,1,0,0,0,0
15589,None,299.47,0.0,0.0,1,3539,19,0,0,0,0,0,0,0,1,0,0,0,0
27459,None,284.65,0.0,0.0,90,337,3,0,0,0,0,0,0,0,1,0,0,0,0
38626,None,271.97,0.0,0.0,90,997,23,0,0,0,0,0,0,0,1,0,0,0,0
6153,None,273.39,0.0,0.0,75,4664,12,0,0,0,0,0,0,0,1,0,0,0,0
23507,None,301.9,0.0,0.0,5,3374,19,0,0,0,0,0,0,0,1,0,0,0,0
1320,None,300.82,0.0,0.0,90,3890,18,0,0,0,0,0,0,0,1,0,0,0,0
36778,None,272.08,0.0,0.0,90,3865,15,0,0,0,0,0,0,0,1,0,0,0,0
10568,None,269.49,0.0,0.0,90,1244,23,0,0,0,0,0,0,0,1,0,0,0,0
35610,None,269.63,0.0,0.0,0,648,2,0,0,0,0,0,0,0,1,0,0,0,0
30647,None,275.42,0.0,0.0,90,479,5,0,0,0,0,0,0,0,1,0,0,0,0
21764,None,259.81,0.0,0.0,75,5184,9,0,0,0,0,0,0,0,1,0,0,0,0
5817,None,273.82,0.0,0.0,75,6677,16,0,0,0,0,0,0,0,1,0,0,0,0
40343,None,268.15,0.0,0.0,1,266,4,0,0,0,0,0,0,0,1,0,0,0,0
35017,None,292.15,0.0,0.0,1,469,1,0,0,0,0,0,0,0,1,0,0,0,0
37743,None,278.54,0.0,0.0,1,2675,19,0,0,0,0,0,0,0,1,0,0,0,0
18330,None,285.14,0.0,0.0,0,1116,4,0,0,0,0,0,0,0,1,0,0,0,0
38193,None,271.65,0.0,0.0,90,6607,16,0,0,0,0,0,0,0,1,0,0,0,0
8360,None,294.16,0.0,0.0,20,5297,9,0,0,0,0,0,0,0,1,0,0,0,0
37542,None,299.34,0.0,0.0,75,5735,15,0,0,0,0,0,0,0,1,0,0,0,0
16839,None,282.69,0.0,0.0,1,320,4,0,0,0,0,0,0,0,1,0,0,0,0
17527,None,292.93,0.0,0.0,1,3258,21,0,0,0,0,0,0,0,1,0,0,0,0
8486,None,293.35,0.0,0.0,1,1346,0,0,0,0,0,0,0,0,1,0,0,0,0
15480,None,272.55,0.0,0.0,90,1773,16,0,0,0,0,0,0,0,1,0,0,0,0
551,None,287.47,0.0,0.0,40,5880,15,0,0,0,0,0,0,0,1,0,0,0,0
7276,None,272.73,1.02,0.0,90,4147,11,0,0,0,0,0,0,0,1,0,0,0,0
20860,None,268.12,0.0,0.0,90,790,4,0,0,0,0,0,0,0,1,0,0,0,0
14466,None,294.16,5.59,0.0,1,6006,16,0,0,0,0,0,0,0,1,0,0,0,0
24974,None,256.35,0.0,0.0,1,4477,13,0,0,0,0,0,0,0,1,0,0,0,0
21718,None,296.064,0.0,0.0,88,2909,20,0,0,0,0,0,0,0,1,0,0,0,0
2803,None,271.71,0.0,0.0,90,4954,12,0,0,0,0,0,0,0,1,0,0,0,0
34486,None,294.21,0.0,0.0,75,4469,16,0,0,0,0,0,0,0,1,0,0,0,0
149,None,259.26,0.0,0.0,75,4252,14,0,0,0,0,0,0,0,1,0,0,0,0
19453,None,294.86,0.0,0.0,1,2152,22,0,0,0,0,0,0,0,1,0,0,0,0
32856,None,273.08,0.0,0.0,75,3031,19,0,0,0,0,0,0,0,1,0,0,0,0
8684,None,303.5,0.0,0.0,75,5672,15,0,0,0,0,0,0,0,1,0,0,0,0
94,None,266.59,0.0,0.0,90,322,3,0,0,0,0,0,0,0,1,0,0,0,0
24009,None,272.32,0.25,0.0,64,3449,18,0,0,0,0,0,0,0,1,0,0,0,0
34011,None,279.12,0.0,0.0,20,4665,17,0,0,0,0,0,0,0,1,0,0,0,0
39043,None,296.35,0.0,0.0,1,4935,12,0,0,0,0,0,0,0,1,0,0,0,0
914,None,271.87,0.0,0.0,90,1489,8,0,0,0,0,0,0,0,1,0,0,0,0
33834,None,297.888,0.0,0.0,0,1831,22,0,0,0,0,0,0,0,1,0,0,0,0
14846,None,265.47,0.0,0.0,75,4032,15,0,0,0,0,0,0,0,1,0,0,0,0
42060,None,290.45,0.0,0.0,0,307,2,0,0,0,0,0,0,0,1,0,0,0,0
4766,None,297.06,0.0,0.0,20,5992,17,0,0,0,0,0,0,0,1,0,0,0,0
32957,None,297.09,0.0,0.0,1,3842,14,0,0,0,0,0,0,0,1,0,0,0,0
19939,None,267.81,0.0,0.0,90,6757,16,0,0,0,0,0,0,0,1,0,0,0,0
17880,None,254.96,0.0,0.0,1,2843,20,0,0,0,0,0,0,0,1,0,0,0,0
22743,None,273.95,0.0,0.0,90,2173,11,0,0,0,0,0,0,0,1,0,0,0,0
34079,None,279.87,0.0,0.0,90,922,1,0,0,0,0,0,0,0,1,0,0,0,0
28667,None,291.58,0.0,0.0,88,2322,21,0,0,0,0,0,0,0,1,0,0,0,0
14393,None,265.34,0.0,0.0,1,5953,15,0,0,0,0,0,0,0,1,0,0,0,0
31682,None,305.88,0.0,0.0,40,4296,15,0,0,0,0,0,0,0,1,0,0,0,0
4885,None,253.03,0.0,0.0,1,4358,11,0,0,0,0,0,0,0,1,0,0,0,0
10633,None,301.71,0.0,0.0,92,6777,16,0,0,0,0,0,0,0,1,0,0,0,0
40614,None,273.48,0.0,0.0,90,400,3,0,0,0,0,0,0,0,1,0,0,0,0
33749,None,271.69,0.0,0.0,90,6558,16,0,0,0,0,0,0,0,1,0,0,0,0
32768,None,292.75,0.0,0.0,1,297,2,0,0,0,0,0,0,0,1,0,0,0,0
7873,None,291.09,0.0,0.0,90,5266,8,0,0,0,0,0,0,0,1,0,0,0,0
37974,None,288.53,0.0,0.0,90,6349,16,0,0,0,0,0,0,0,1,0,0,0,0
4177,None,294.86,0.0,0.0,90,5995,17,0,0,0,0,0,0,0,1,0,0,0,0
36067,None,283.9,0.0,0.0,1,2954,5,0,0,0,0,0,0,0,1,0,0,0,0
38139,None,271.56,0.0,0.0,90,434,1,0,0,0,0,0,0,0,1,0,0,0,0
11548,None,277.28,0.0,0.0,1,3660,8,0,0,0,0,0,0,0,1,0,0,0,0
42923,None,294.56,0.0,0.0,1,2224,22,0,0,0,0,0,0,0,1,0,0,0,0
12333,None,260.88,0.0,0.0,1,4570,6,0,0,0,0,0,0,0,1,0,0,0,0
37752,None,268.01,0.0,0.0,1,6275,7,0,0,0,0,0,0,0,1,0,0,0,0
22576,None,287.3,0.0,0.0,75,3152,16,0,0,0,0,0,0,0,1,0,0,0,0
36037,None,289.3,0.0,0.0,90,2407,21,0,0,0,0,0,0,0,1,0,0,0,0
30732,None,277.1,0.0,0.0,99,5527,6,0,0,0,0,0,0,0,1,0,0,0,0
19163,None,293.63,0.0,0.0,90,5740,15,0,0,0,0,0,0,0,1,0,0,0,0
33674,None,276.42,0.0,0.0,90,4912,13,0,0,0,0,0,0,0,1,0,0,0,0
10121,None,279.68,0.0,0.0,1,1045,0,0,0,0,0,0,0,0,1,0,0,0,0
4901,None,287.67,0.0,0.0,90,4352,10,0,0,0,0,0,0,0,1,0,0,0,0
18383,None,299.02,0.0,0.0,80,5690,14,0,0,0,0,0,0,0,1,0,0,0,0
30166,None,289.52,0.0,0.0,90,6983,7,0,0,0,0,0,0,0,1,0,0,0,0
35916,None,295.74,0.0,0.0,90,2452,23,0,0,0,0,0,0,0,1,0,0,0,0
21529,None,277.15,0.0,0.0,90,5084,16,0,0,0,0,0,0,0,1,0,0,0,0
29028,None,275.08,0.0,0.0,90,4779,9,0,0,0,0,0,0,0,1,0,0,0,0
23668,None,269.29,0.0,0.0,90,5266,8,0,0,0,0,0,0,0,1,0,0,0,0
21952,None,292.7,0.0,0.0,90,6518,7,0,0,0,0,0,0,0,1,0,0,0,0
1967,None,272.16,0.0,0.0,40,4220,10,0,0,0,0,0,0,0,1,0,0,0,0
38196,None,293.89,0.0,0.0,68,3148,20,0,0,0,0,0,0,0,1,0,0,0,0
9376,None,261.09,0.0,0.0,90,273,4,0,0,0,0,0,0,0,1,0,0,0,0
41918,None,265.62,0.0,0.0,90,1935,22,0,0,0,0,0,0,0,1,0,0,0,0
43265,None,270.2,0.25,0.0,64,5403,9,0,0,0,0,0,0,0,1,0,0,0,0
1634,None,299.85,0.0,0.0,8,5058,13,0,0,0,0,0,0,0,1,0,0,0,0
29173,None,275.65,0.0,0.0,90,737,6,0,0,0,0,0,0,0,1,0,0,0,0
23786,None,293.171,0.0,0.0,0,394,1,0,0,0,0,0,0,0,1,0,0,0,0
35264,None,286.61,0.0,0.0,20,1727,23,0,0,0,0,0,0,0,1,0,0,0,0
19075,None,299.36,0.0,0.0,1,5152,14,0,0,0,0,0,0,0,1,0,0,0,0
26193,None,273.73,0.0,0.0,90,6827,7,0,0,0,0,0,0,0,1,0,0,0,0
16617,None,271.02,0.0,0.0,90,2338,19,0,0,0,0,0,0,0,1,0,0,0,0
27894,None,287.1,4.32,0.0,92,721,1,0,0,0,0,0,0,0,1,0,0,0,0
39157,None,275.29,0.0,0.0,1,581,0,0,0,0,0,0,0,0,1,0,0,0,0
19421,None,274.07,0.0,0.0,1,4876,10,0,0,0,0,0,0,0,1,0,0,0,0
9671,None,298.36,0.0,0.0,5,4838,12,0,0,0,0,0,0,0,1,0,0,0,0
37696,None,276.65,0.0,0.0,90,3222,20,0,0,0,0,0,0,0,1,0,0,0,0
22630,None,276.64,0.0,0.0,90,2812,18,0,0,0,0,0,0,0,1,0,0,0,0
17310,None,281.31,0.0,0.0,1,301,2,0,0,0,0,0,0,0,1,0,0,0,0
26074,None,284.95,0.0,0.0,1,343,1,0,0,0,0,0,0,0,1,0,0,0,0
16827,None,296.36,0.0,0.0,40,4907,18,0,0,0,0,0,0,0,1,0,0,0,0
20475,None,268.17,0.0,0.0,90,5915,17,0,0,0,0,0,0,0,1,0,0,0,0
40421,None,296.54,0.0,0.0,40,4454,9,0,0,0,0,0,0,0,1,0,0,0,0
10330,None,286.88,0.0,0.0,90,367,4,0,0,0,0,0,0,0,1,0,0,0,0
29014,None,272.44,0.0,0.0,90,490,5,0,0,0,0,0,0,0,1,0,0,0,0
21070,None,292.62,5.62,0.0,90,5750,17,0,0,0,0,0,0,0,1,0,0,0,0
22275,None,288.34,0.25,0.0,76,4625,15,0,0,0,0,0,0,0,1,0,0,0,0
10032,None,291.22,0.0,0.0,1,5097,6,0,0,0,0,0,0,0,1,0,0,0,0
14761,None,255.55,0.0,0.0,1,2651,20,0,0,0,0,0,0,0,1,0,0,0,0
32048,None,290.18,0.93,0.0,90,4678,11,0,0,0,0,0,0,0,1,0,0,0,0
13621,None,298.46,0.25,0.0,92,1102,23,0,0,0,0,0,0,0,1,0,0,0,0
17716,None,294.03,0.0,0.0,0,5386,8,0,0,0,0,0,0,0,1,0,0,0,0
9224,None,263.02,0.0,0.0,90,1082,0,0,0,0,0,0,0,0,1,0,0,0,0
5149,None,293.41,0.0,0.0,75,1451,6,0,0,0,0,0,0,0,1,0,0,0,0
15115,None,264.08,0.0,0.0,90,392,1,0,0,0,0,0,0,0,1,0,0,0,0
19650,None,296.64,0.0,0.0,75,2899,21,0,0,0,0,0,0,0,1,0,0,0,0
10522,None,285.63,0.0,0.0,1,843,4,0,0,0,0,0,0,0,1,0,0,0,0
19072,None,304.36,0.0,0.0,40,4175,17,0,0,0,0,0,0,0,1,0,0,0,0
18098,None,294.51,0.0,0.0,75,4665,10,0,0,0,0,0,0,0,1,0,0,0,0
36032,None,278.22,0.0,0.0,1,3610,11,0,0,0,0,0,0,0,1,0,0,0,0
31567,None,251.15,0.0,0.0,90,772,7,0,0,0,0,0,0,0,1,0,0,0,0
38379,None,295.37,0.6,0.0,92,4426,14,0,0,0,0,0,0,0,1,0,0,0,0
28809,None,271.58,0.0,0.0,64,2744,5,0,0,0,0,0,0,0,1,0,0,0,0
6037,None,285.93,0.0,0.0,90,5104,13,0,0,0,0,0,0,0,1,0,0,0,0
8523,None,289.42,0.0,0.0,90,3514,18,0,0,0,0,0,0,0,1,0,0,0,0
29477,None,282.29,0.0,0.0,90,1706,22,0,0,0,0,0,0,0,1,0,0,0,0
13065,None,273.2,0.0,0.0,90,4608,11,0,0,0,0,0,0,0,1,0,0,0,0
20239,None,260.88,0.0,0.0,90,3174,19,0,0,0,0,0,0,0,1,0,0,0,0
32249,None,283.15,0.0,0.0,90,6490,7,0,0,0,0,0,0,0,1,0,0,0,0
24506,None,280.88,0.0,0.0,75,1400,6,0,0,0,0,0,0,0,1,0,0,0,0
23902,None,279.91,0.0,0.0,64,4732,18,0,0,0,0,0,0,0,1,0,0,0,0
42666,None,276.54200000000003,0.0,0.0,0,418,3,0,0,0,0,0,0,0,1,0,0,0,0
12090,None,276.83,0.0,0.0,20,6273,17,0,0,0,0,0,0,0,1,0,0,0,0
14241,None,286.1,0.0,0.0,1,1984,21,0,0,0,0,0,0,0,1,0,0,0,0
16007,None,276.84,0.0,0.0,90,4691,13,0,0,0,0,0,0,0,1,0,0,0,0
26457,None,297.57,0.0,0.0,1,6491,17,0,0,0,0,0,0,0,1,0,0,0,0
10907,None,291.42,0.0,0.0,75,1002,4,0,0,0,0,0,0,0,1,0,0,0,0
21648,None,283.88,0.0,0.0,75,253,2,0,0,0,0,0,0,0,1,0,0,0,0
26464,None,254.55,0.0,0.0,1,4441,12,0,0,0,0,0,0,0,1,0,0,0,0
24892,None,250.75,0.0,0.0,5,2815,21,0,0,0,0,0,0,0,1,0,0,0,0
31806,None,296.41,0.51,0.0,90,4652,13,0,0,0,0,0,0,0,1,0,0,0,0
23964,None,261.18,0.0,0.0,1,394,4,0,0,0,0,0,0,0,1,0,0,0,0
32136,None,275.02,0.0,0.0,90,6314,7,0,0,0,0,0,0,0,1,0,0,0,0
14333,None,275.65,0.0,0.0,5,5167,12,0,0,0,0,0,0,0,1,0,0,0,0
19328,None,277.07,0.0,0.0,1,2783,5,0,0,0,0,0,0,0,1,0,0,0,0
27426,None,260.35,0.0,0.0,1,802,0,0,0,0,0,0,0,0,1,0,0,0,0
39010,None,302.2,0.0,0.0,75,4451,14,0,0,0,0,0,0,0,1,0,0,0,0
24877,None,305.35,0.0,0.0,20,5010,15,0,0,0,0,0,0,0,1,0,0,0,0
15053,None,266.41,0.0,0.0,20,3767,11,0,0,0,0,0,0,0,1,0,0,0,0
28929,None,264.22,0.0,0.0,1,717,0,0,0,0,0,0,0,0,1,0,0,0,0
3600,None,271.36,0.0,0.0,5,3005,20,0,0,0,0,0,0,0,1,0,0,0,0
2818,None,269.28,0.0,0.0,90,2492,20,0,0,0,0,0,0,0,1,0,0,0,0
31102,None,274.86,0.0,0.0,90,2704,5,0,0,0,0,0,0,0,1,0,0,0,0
950,None,257.14,0.0,0.0,5,3869,10,0,0,0,0,0,0,0,1,0,0,0,0
5362,None,274.94,0.0,0.0,90,1110,6,0,0,0,0,0,0,0,1,0,0,0,0
29385,None,293.68,0.0,0.0,75,3656,11,0,0,0,0,0,0,0,1,0,0,0,0
24808,None,286.92,0.0,0.0,68,341,3,0,0,0,0,0,0,0,1,0,0,0,0
5480,None,282.15,0.0,0.0,90,606,2,0,0,0,0,0,0,0,1,0,0,0,0
28762,None,253.14,0.0,0.0,1,864,4,0,0,0,0,0,0,0,1,0,0,0,0
29451,None,280.92,0.0,0.0,32,5977,11,0,0,0,0,0,0,0,1,0,0,0,0
24380,None,295.72,0.0,0.0,1,2924,20,0,0,0,0,0,0,0,1,0,0,0,0
36073,None,290.15,0.0,0.0,90,6298,17,0,0,0,0,0,0,0,1,0,0,0,0
6385,None,300.36,0.0,0.0,40,3145,19,0,0,0,0,0,0,0,1,0,0,0,0
31799,None,300.69,0.0,0.0,0,5954,16,0,0,0,0,0,0,0,1,0,0,0,0
15169,None,265.79,0.0,0.0,90,5073,13,0,0,0,0,0,0,0,1,0,0,0,0
42481,None,287.86,0.0,0.0,0,3435,19,0,0,0,0,0,0,0,1,0,0,0,0
37124,None,282.43,0.0,0.0,57,2685,9,0,0,0,0,0,0,0,1,0,0,0,0
31150,None,269.75,0.0,0.0,75,1733,22,0,0,0,0,0,0,0,1,0,0,0,0
13246,None,257.29,0.0,0.0,75,4929,11,0,0,0,0,0,0,0,1,0,0,0,0
18318,None,294.02,0.0,0.0,90,297,2,0,0,0,0,0,0,0,1,0,0,0,0
22835,None,292.17,0.0,0.0,0,4151,11,0,0,0,0,0,0,0,1,0,0,0,0
22640,None,297.51,0.0,0.0,80,5458,9,0,0,0,0,0,0,0,1,0,0,0,0
21538,None,294.15,0.0,0.0,1,3012,5,0,0,0,0,0,0,0,1,0,0,0,0
28305,None,285.48,0.0,0.0,1,6357,7,0,0,0,0,0,0,0,1,0,0,0,0
15463,None,279.58,0.0,0.0,1,354,3,0,0,0,0,0,0,0,1,0,0,0,0
40466,None,271.65,0.0,0.0,90,2972,5,0,0,0,0,0,0,0,1,0,0,0,0
36310,None,288.56,0.0,0.0,90,1498,6,0,0,0,0,0,0,0,1,0,0,0,0
18447,None,261.3,0.0,0.0,90,2425,21,0,0,0,0,0,0,0,1,0,0,0,0
31999,None,298.356,0.0,0.0,0,2018,23,0,0,0,0,0,0,0,1,0,0,0,0
14046,None,292.16,5.41,0.0,56,526,3,0,0,0,0,0,0,0,1,0,0,0,0
41701,None,285.73,0.0,0.0,92,3331,21,0,0,0,0,0,0,0,1,0,0,0,0
7316,None,292.08,0.0,0.0,90,6136,7,0,0,0,0,0,0,0,1,0,0,0,0
