holiday,temperature,rain_1h,snow_1h,clouds_percentage,population_density_categorical,time,Christmas Day,Columbus Day,Independence Day,Labor Day,Martin Luther King Jr Day,Memorial Day,New Years Day,None,State Fair,Thanksgiving Day,Veterans Day,Washingtons Birthday
None,288.82,0.0,0.0,20,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,296.83,1.27,0.0,75,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,278.38,0.0,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,278.93,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,289.97,5.59,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,257.56,0.0,0.0,75,low,8,0,0,0,0,0,0,0,1,0,0,0,0
None,286.33,0.0,0.0,92,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,271.29,0.0,0.0,5,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,289.288,0.0,0.0,36,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,297.888,0.0,0.0,0,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,276.02,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,292.97,1.09,0.0,75,high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,299.01,0.0,0.0,40,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,275.19,0.0,0.0,75,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,303.15,0.0,0.0,32,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,286.24,0.0,0.0,75,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,272.65,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,294.0,0.0,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,291.74,0.51,0.0,75,low,8,0,0,0,0,0,0,0,1,0,0,0,0
None,294.07,0.0,0.0,40,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,275.153,0.0,0.0,0,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,273.35,0.0,0.06,75,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,282.82,0.0,0.0,57,medium,11,0,0,0,0,0,0,0,1,0,0,0,0
None,299.15,0.0,0.0,20,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,272.75,0.0,0.0,1,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,285.81,0.0,0.0,90,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,293.81,0.0,0.0,56,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,271.86,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,273.39,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,271.27,0.0,0.0,40,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,275.5,0.0,0.0,64,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,280.75,0.0,0.0,1,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,270.35,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,295.7,0.0,0.0,68,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,275.44,0.0,0.0,90,medium,14,0,0,0,0,0,0,0,1,0,0,0,0
None,282.09,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,284.79,0.0,0.0,1,low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,291.58,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,296.48,0.0,0.0,1,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,265.22,0.0,0.0,90,high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,298.25,0.0,0.0,92,medium,17,0,0,0,0,0,0,0,1,0,0,0,0
None,272.73,0.0,0.0,5,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,291.86,0.0,0.0,1,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,266.04,0.0,0.0,1,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,279.01,0.0,0.0,75,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,265.19,0.0,0.0,90,low,8,0,0,0,0,0,0,0,1,0,0,0,0
None,288.85,0.0,0.0,40,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,289.02,0.0,0.0,1,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,272.35,0.0,0.0,90,high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,269.15,0.0,0.0,20,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,291.1,0.0,0.0,90,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,291.39,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,288.57,0.0,0.0,12,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,277.82,0.0,0.0,90,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,301.02,0.0,0.0,75,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,303.84,0.0,0.0,32,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,268.04,0.0,0.0,40,low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,293.36,0.0,0.0,90,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,297.03,0.0,0.0,12,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,294.353,0.0,0.0,0,medium,14,0,0,0,0,0,0,0,1,0,0,0,0
None,260.15,0.0,0.0,1,medium,9,0,0,0,0,0,0,0,1,0,0,0,0
None,298.08,0.0,0.0,1,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,296.4,0.0,0.0,90,low,19,0,0,0,0,0,0,0,1,0,0,0,0
None,283.35,0.0,0.0,75,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,267.75,0.0,0.0,1,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,291.75,0.0,0.0,1,medium,5,0,0,0,0,0,0,0,1,0,0,0,0
None,284.35,0.0,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,295.51,0.0,0.0,8,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,289.27,0.25,0.0,90,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,296.95,0.25,0.0,1,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,269.55,0.0,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,297.43,0.0,0.0,75,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,280.02,0.0,0.0,75,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,285.58,0.0,0.0,1,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,256.58,0.0,0.0,90,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,272.36,0.0,0.0,75,very low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,273.51,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,267.73,0.0,0.0,1,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,278.39,0.0,0.0,90,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,300.46,0.0,0.0,40,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,278.16,0.0,0.0,20,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,291.66,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,286.4,0.0,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,270.82,0.0,0.0,90,high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,291.22,2.49,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,286.15,0.0,0.0,90,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,284.15,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,296.28,0.0,0.0,5,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,290.76,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,283.15,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,253.4,0.0,0.0,1,low,8,0,0,0,0,0,0,0,1,0,0,0,0
None,292.15,0.0,0.0,1,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,284.82,0.0,0.0,75,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,299.79,0.0,0.0,5,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,297.48,0.0,0.0,40,very low,19,0,0,0,0,0,0,0,1,0,0,0,0
None,267.22,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,291.4,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,267.37,0.0,0.0,90,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,291.25,0.0,0.0,0,very low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,268.9,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,272.35,0.0,0.0,90,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
None,273.84,0.0,0.0,1,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,274.94,0.0,0.0,90,low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,291.08,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,292.82,0.51,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,275.52,0.0,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,278.58,0.0,0.0,1,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,259.84,0.0,0.0,20,low,8,0,0,0,0,0,0,0,1,0,0,0,0
None,249.35,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,295.63,0.0,0.0,0,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,284.95,0.0,0.0,75,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,295.6,2.76,0.0,90,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,287.45,0.0,0.0,1,low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,277.35,0.0,0.0,40,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,270.77,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,295.27,0.0,0.0,75,medium,5,0,0,0,0,0,0,0,1,0,0,0,0
None,294.42,0.0,0.0,90,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,251.15,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,285.83,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,281.1,0.0,0.0,90,low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,270.29,0.0,0.0,90,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,295.22,0.0,0.0,90,low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,299.882,0.0,0.0,24,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,288.42,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,286.94,0.0,0.0,1,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,253.86,0.0,0.0,5,low,18,0,0,0,0,0,0,0,1,0,0,0,0
None,278.57,0.0,0.0,75,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,288.18,0.25,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,287.82,0.25,0.0,100,very high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,277.34,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,269.28,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,298.06,0.0,0.0,75,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,274.24,0.0,0.0,20,low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,273.75,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,275.4,0.0,0.0,75,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,290.21,1.78,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,282.76,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,274.59,0.0,0.0,90,low,8,0,0,0,0,0,0,0,1,0,0,0,0
None,262.08,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,282.35,0.6,0.0,90,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,286.92,0.0,0.0,90,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,297.69,0.0,0.0,1,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,281.96,0.0,0.0,1,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,280.86,0.0,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,291.15,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,268.65,0.0,0.0,40,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,272.08,0.0,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,249.07,0.0,0.0,1,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,295.07,0.51,0.0,90,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,275.02,0.0,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,277.09,1.32,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,299.38,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,296.24,0.34,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,295.37,0.0,0.0,40,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,272.93,0.0,0.0,90,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,269.34,0.0,0.0,64,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,272.55,0.0,0.0,64,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,289.25,0.0,0.0,75,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,251.15,0.0,0.0,1,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,293.21,0.0,0.0,75,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,266.28,0.0,0.0,90,low,17,0,0,0,0,0,0,0,1,0,0,0,0
None,297.29,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,296.61,0.0,0.0,40,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,261.78,0.0,0.0,20,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,288.86,0.0,0.0,40,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,276.1,1.02,0.0,64,medium,14,0,0,0,0,0,0,0,1,0,0,0,0
None,273.02,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,267.49,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,259.94,0.0,0.0,40,low,19,0,0,0,0,0,0,0,1,0,0,0,0
None,288.8,0.0,0.0,88,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,276.59,0.0,0.0,75,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,295.426,0.0,0.0,92,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,280.77,0.0,0.0,72,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,287.48,0.0,0.0,20,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,275.13,0.0,0.0,90,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,266.32,0.0,0.0,1,medium,22,0,0,0,0,0,0,0,1,0,0,0,0
None,289.16,0.0,0.0,90,medium,5,0,0,0,0,0,0,0,1,0,0,0,0
None,294.79,0.0,0.0,90,medium,9,0,0,0,0,0,0,0,1,0,0,0,0
None,271.25,0.0,0.0,1,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,296.69,0.0,0.0,44,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,301.01,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,290.22,0.0,0.0,36,very low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,296.29,0.0,0.0,40,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,257.69,0.0,0.0,5,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,286.66,0.25,0.0,90,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,281.44,0.25,0.0,90,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,283.07,0.0,0.0,75,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,274.09,0.0,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,264.93,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,297.888,0.0,0.0,0,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,284.3,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,273.66,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,277.86,0.0,0.0,75,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,277.85,0.0,0.0,1,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,287.0,0.0,0.0,40,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,290.08,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,275.93,0.0,0.0,75,very low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,291.35,0.0,0.0,0,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,276.93,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,290.68,0.0,0.0,75,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,271.88,0.27,0.0,40,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,291.79,0.51,0.0,40,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,282.49,0.0,0.0,1,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
None,273.92,0.0,0.0,90,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,273.57,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,269.79,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,292.18,0.28,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,253.89,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,293.85,3.13,0.0,90,high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,277.22,0.0,0.0,90,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,253.89,0.0,0.0,1,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,298.44,0.0,0.0,1,medium,11,0,0,0,0,0,0,0,1,0,0,0,0
None,296.5,0.0,0.0,56,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,271.52,0.0,0.0,90,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,281.65,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,293.25,1.27,0.0,75,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,276.02,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,293.76,0.0,0.0,20,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,257.44,0.0,0.0,1,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,297.89,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,260.78,0.0,0.0,1,very low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,256.82,0.0,0.0,64,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,284.25,0.0,0.0,90,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,272.72,0.0,0.0,90,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,278.81,0.0,0.0,75,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,281.01,0.0,0.0,1,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,298.4,0.0,0.0,1,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
None,294.95,0.0,0.0,75,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,269.24,0.0,0.0,90,medium,12,0,0,0,0,0,0,0,1,0,0,0,0
None,299.71,0.0,0.0,1,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,275.88,0.0,0.0,1,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,295.01,0.25,0.0,1,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,275.55,0.25,0.0,20,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,275.96,0.0,0.0,90,medium,9,0,0,0,0,0,0,0,1,0,0,0,0
None,272.62,0.0,0.0,20,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,297.53,0.0,0.0,68,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
None,267.58,0.0,0.0,90,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,275.62,0.0,0.0,90,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
None,273.68,0.0,0.0,90,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,288.15,0.0,0.0,90,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,278.22,0.0,0.0,75,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,264.83,0.0,0.0,90,very low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,298.09,0.0,0.0,90,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,289.91,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,275.59,0.0,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,283.14,0.51,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,296.47,0.0,0.0,1,medium,9,0,0,0,0,0,0,0,1,0,0,0,0
None,301.92,0.0,0.0,75,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,291.15,0.0,0.0,1,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,298.64,0.0,0.0,40,very low,10,0,0,0,0,0,0,0,1,0,0,0,0
None,266.71,0.0,0.0,20,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,282.6,0.0,0.0,75,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,285.56,0.0,0.0,64,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,287.75,0.0,0.0,75,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,269.43,0.0,0.0,75,medium,9,0,0,0,0,0,0,0,1,0,0,0,0
None,260.62,0.0,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,273.87,0.0,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,283.73,0.0,0.0,44,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,292.69,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,260.59,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,264.15,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,272.96,0.0,0.0,90,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
None,254.35,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,286.23,1.21,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,288.16,0.0,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,285.75,0.0,0.0,90,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,271.7,0.0,0.0,1,very low,7,0,0,0,0,0,0,0,1,0,0,0,0
None,286.06,0.0,0.0,1,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,288.84,0.34,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,263.9,0.0,0.0,1,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
None,279.15,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,286.93,0.0,0.0,44,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,290.0,0.0,0.0,1,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,294.32,3.05,0.0,80,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,293.75,0.0,0.0,1,low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,273.22,0.0,0.0,40,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,281.62,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,293.64,8.64,0.0,20,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,285.99,0.0,0.0,100,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,274.15,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,268.89,0.0,0.0,40,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,284.41,0.51,0.0,40,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,275.08,0.0,0.0,90,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,295.73,0.0,0.0,75,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,295.79,0.0,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,273.16700000000003,0.0,0.0,0,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,268.89,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,285.86,0.0,0.0,40,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,272.58,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,286.98,0.0,0.0,75,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,300.44,0.0,0.0,0,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,274.54,0.0,0.0,90,medium,22,0,0,0,0,0,0,0,1,0,0,0,0
None,298.85,0.0,0.0,1,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,290.11,0.51,0.0,90,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,290.51,0.0,0.0,1,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,273.36,0.0,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,301.44,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,256.47,0.0,0.0,64,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,275.26,0.0,0.0,90,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,300.92,0.0,0.0,75,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,294.72,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,270.54,0.76,0.0,64,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,298.89,0.0,0.0,90,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,302.15,0.0,0.0,40,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,269.28,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,273.86,0.0,0.0,90,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,276.35,0.0,0.0,0,very low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,277.4,0.0,0.0,90,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,270.0,0.0,0.0,90,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,283.88,0.0,0.0,75,medium,22,0,0,0,0,0,0,0,1,0,0,0,0
None,282.36,0.0,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
