,holiday,temperature,rain_1h,snow_1h,clouds_percentage,population_density,time,Christmas Day,Columbus Day,Independence Day,Labor Day,Martin Luther King Jr Day,Memorial Day,New Years Day,None,State Fair,Thanksgiving Day,Veterans Day,Washingtons Birthday
16316,None,263.4,0.0,0.0,90,820,4,0,0,0,0,0,0,0,1,0,0,0,0
4217,None,296.5,0.0,0.0,56,6705,16,0,0,0,0,0,0,0,1,0,0,0,0
26009,None,271.61,0.0,0.0,1,5918,8,0,0,0,0,0,0,0,1,0,0,0,0
42961,None,265.37,0.0,0.0,1,2334,7,0,0,0,0,0,0,0,1,0,0,0,0
41697,None,288.21,0.0,0.0,1,1372,22,0,0,0,0,0,0,0,1,0,0,0,0
23665,None,290.22,0.0,0.0,40,5161,13,0,0,0,0,0,0,0,1,0,0,0,0
35029,None,263.22,0.0,0.0,90,3572,10,0,0,0,0,0,0,0,1,0,0,0,0
11129,None,295.09,5.04,0.0,90,2373,20,0,0,0,0,0,0,0,1,0,0,0,0
19806,None,280.66,0.0,0.0,40,3199,21,0,0,0,0,0,0,0,1,0,0,0,0
5201,None,300.97,0.0,0.0,0,6060,14,0,0,0,0,0,0,0,1,0,0,0,0
31707,None,258.65,0.0,0.0,20,4189,10,0,0,0,0,0,0,0,1,0,0,0,0
4822,None,267.96,0.0,0.0,1,6784,7,0,0,0,0,0,0,0,1,0,0,0,0
41330,None,283.94,0.25,0.0,90,4973,14,0,0,0,0,0,0,0,1,0,0,0,0
4858,None,293.95,0.0,0.0,1,4563,10,0,0,0,0,0,0,0,1,0,0,0,0
8480,None,268.68,0.0,0.0,75,4070,12,0,0,0,0,0,0,0,1,0,0,0,0
1629,None,298.09,0.0,0.0,90,2938,20,0,0,0,0,0,0,0,1,0,0,0,0
25351,None,275.6,0.0,0.0,90,730,1,0,0,0,0,0,0,0,1,0,0,0,0
26226,None,298.97,0.0,0.0,1,4289,16,0,0,0,0,0,0,0,1,0,0,0,0
4073,None,269.74,0.0,0.0,90,3421,9,0,0,0,0,0,0,0,1,0,0,0,0
37584,None,286.74,0.0,0.0,1,1144,23,0,0,0,0,0,0,0,1,0,0,0,0
20878,None,288.85,0.0,0.0,90,4741,13,0,0,0,0,0,0,0,1,0,0,0,0
7676,None,288.05,0.0,0.0,90,680,0,0,0,0,0,0,0,0,1,0,0,0,0
23035,None,278.37,2.87,0.0,90,4502,13,0,0,0,0,0,0,0,1,0,0,0,0
15834,Washingtons Birthday,267.44,0.0,0.0,90,583,0,0,0,0,0,0,0,0,0,0,0,0,1
18643,None,271.17,0.0,0.0,20,6079,8,0,0,0,0,0,0,0,1,0,0,0,0
25593,None,290.49,2.54,0.0,90,520,5,0,0,0,0,0,0,0,1,0,0,0,0
7914,None,275.65,0.0,0.0,90,5247,12,0,0,0,0,0,0,0,1,0,0,0,0
6192,None,273.02,0.0,0.0,90,1989,15,0,0,0,0,0,0,0,1,0,0,0,0
15687,None,298.15,0.0,0.0,40,6661,16,0,0,0,0,0,0,0,1,0,0,0,0
8681,None,292.31,0.0,0.0,88,6315,8,0,0,0,0,0,0,0,1,0,0,0,0
36186,None,296.43,0.0,0.0,75,6778,7,0,0,0,0,0,0,0,1,0,0,0,0
16653,None,269.72,0.0,0.0,75,3418,19,0,0,0,0,0,0,0,1,0,0,0,0
32943,None,297.77,0.0,0.0,1,4369,14,0,0,0,0,0,0,0,1,0,0,0,0
3377,None,291.18,0.0,0.0,1,474,1,0,0,0,0,0,0,0,1,0,0,0,0
36800,None,268.28,0.0,0.0,75,5128,9,0,0,0,0,0,0,0,1,0,0,0,0
10684,None,274.65,0.0,0.0,1,425,4,0,0,0,0,0,0,0,1,0,0,0,0
19068,None,286.08,0.0,0.0,1,458,3,0,0,0,0,0,0,0,1,0,0,0,0
31613,None,267.59,0.0,0.0,5,4727,16,0,0,0,0,0,0,0,1,0,0,0,0
10020,None,291.35,0.0,0.0,90,2822,5,0,0,0,0,0,0,0,1,0,0,0,0
2112,None,295.58,0.0,0.0,90,4467,10,0,0,0,0,0,0,0,1,0,0,0,0
23298,None,292.19,0.0,0.0,0,314,2,0,0,0,0,0,0,0,1,0,0,0,0
28878,None,257.29,0.0,0.0,90,5115,14,0,0,0,0,0,0,0,1,0,0,0,0
5196,None,293.94,0.0,0.0,90,1228,23,0,0,0,0,0,0,0,1,0,0,0,0
21459,None,273.4,0.0,0.0,90,1057,7,0,0,0,0,0,0,0,1,0,0,0,0
9583,None,269.24,0.0,0.05,90,3415,7,0,0,0,0,0,0,0,1,0,0,0,0
27436,None,300.83,0.0,0.0,0,2579,20,0,0,0,0,0,0,0,1,0,0,0,0
16096,None,263.69,0.0,0.0,1,733,1,0,0,0,0,0,0,0,1,0,0,0,0
25984,None,267.45,0.0,0.0,75,3426,15,0,0,0,0,0,0,0,1,0,0,0,0
37525,None,283.34,0.0,0.0,20,6268,8,0,0,0,0,0,0,0,1,0,0,0,0
7122,None,281.9,0.0,0.0,90,2005,22,0,0,0,0,0,0,0,1,0,0,0,0
4509,None,263.45,0.0,0.0,64,4008,12,0,0,0,0,0,0,0,1,0,0,0,0
19979,None,278.16,0.0,0.0,40,4609,10,0,0,0,0,0,0,0,1,0,0,0,0
27586,None,291.49,0.0,0.0,92,4888,14,0,0,0,0,0,0,0,1,0,0,0,0
23528,None,267.65,0.0,0.0,90,3397,19,0,0,0,0,0,0,0,1,0,0,0,0
9311,None,296.53,0.0,0.0,40,6175,17,0,0,0,0,0,0,0,1,0,0,0,0
24915,None,278.36,0.0,0.0,1,324,1,0,0,0,0,0,0,0,1,0,0,0,0
29321,None,281.15,0.0,0.0,90,1531,0,0,0,0,0,0,0,0,1,0,0,0,0
42506,None,299.02,0.0,0.0,1,2713,20,0,0,0,0,0,0,0,1,0,0,0,0
5465,None,277.82,0.0,0.0,90,3732,18,0,0,0,0,0,0,0,1,0,0,0,0
20715,None,270.92,0.0,0.0,90,755,0,0,0,0,0,0,0,0,1,0,0,0,0
15845,None,290.78,0.0,0.0,0,5813,8,0,0,0,0,0,0,0,1,0,0,0,0
10004,None,267.46,0.0,0.0,1,3406,21,0,0,0,0,0,0,0,1,0,0,0,0
29039,None,275.34,0.0,0.0,1,4956,11,0,0,0,0,0,0,0,1,0,0,0,0
10495,None,292.68,0.25,0.0,75,861,4,0,0,0,0,0,0,0,1,0,0,0,0
12022,None,260.82,0.0,0.0,90,430,2,0,0,0,0,0,0,0,1,0,0,0,0
26812,None,298.08,0.0,0.0,1,1892,22,0,0,0,0,0,0,0,1,0,0,0,0
37832,None,276.34,0.0,0.0,75,6746,16,0,0,0,0,0,0,0,1,0,0,0,0
35676,None,264.55,0.0,0.0,1,5881,14,0,0,0,0,0,0,0,1,0,0,0,0
12268,None,269.79,0.0,0.0,1,606,5,0,0,0,0,0,0,0,1,0,0,0,0
31729,None,265.75,0.0,0.0,1,2761,20,0,0,0,0,0,0,0,1,0,0,0,0
28409,None,275.75,0.0,0.0,90,6301,8,0,0,0,0,0,0,0,1,0,0,0,0
34124,None,272.81,0.0,0.0,90,992,23,0,0,0,0,0,0,0,1,0,0,0,0
36852,None,286.65,0.0,0.0,40,6259,8,0,0,0,0,0,0,0,1,0,0,0,0
18373,None,251.56,0.0,0.0,40,4551,12,0,0,0,0,0,0,0,1,0,0,0,0
19845,None,286.23,1.21,0.0,90,5292,12,0,0,0,0,0,0,0,1,0,0,0,0
37342,None,265.72,0.0,0.0,90,1056,23,0,0,0,0,0,0,0,1,0,0,0,0
26188,None,276.78,0.0,0.0,1,2475,5,0,0,0,0,0,0,0,1,0,0,0,0
25253,None,259.14,0.0,0.0,5,5424,15,0,0,0,0,0,0,0,1,0,0,0,0
22891,None,291.84,0.0,0.0,90,444,4,0,0,0,0,0,0,0,1,0,0,0,0
37458,None,270.24,0.0,0.0,90,972,23,0,0,0,0,0,0,0,1,0,0,0,0
2350,None,293.36,0.0,0.0,90,4196,14,0,0,0,0,0,0,0,1,0,0,0,0
35012,None,297.7,0.3,0.0,75,4304,18,0,0,0,0,0,0,0,1,0,0,0,0
4984,None,274.52,0.0,0.0,90,4562,12,0,0,0,0,0,0,0,1,0,0,0,0
36523,None,299.47,0.0,0.0,1,5281,13,0,0,0,0,0,0,0,1,0,0,0,0
42713,None,270.22,0.0,0.0,90,5240,7,0,0,0,0,0,0,0,1,0,0,0,0
21067,None,255.41,0.0,0.0,90,4302,10,0,0,0,0,0,0,0,1,0,0,0,0
37709,None,296.78,0.0,0.0,88,6208,8,0,0,0,0,0,0,0,1,0,0,0,0
1076,None,278.42,0.0,0.0,90,4357,15,0,0,0,0,0,0,0,1,0,0,0,0
25567,None,264.08,0.0,0.0,1,4436,17,0,0,0,0,0,0,0,1,0,0,0,0
34037,None,271.48,0.0,0.0,1,6180,17,0,0,0,0,0,0,0,1,0,0,0,0
6717,None,274.83,0.0,0.0,90,2857,22,0,0,0,0,0,0,0,1,0,0,0,0
33344,None,281.3,0.0,0.0,1,353,1,0,0,0,0,0,0,0,1,0,0,0,0
13738,None,267.15,0.0,0.0,1,635,5,0,0,0,0,0,0,0,1,0,0,0,0
41679,None,281.92,0.0,0.0,32,5462,12,0,0,0,0,0,0,0,1,0,0,0,0
6102,None,284.56,0.0,0.0,1,429,1,0,0,0,0,0,0,0,1,0,0,0,0
36466,None,264.15,0.0,0.0,90,4544,18,0,0,0,0,0,0,0,1,0,0,0,0
41901,None,287.24,3.45,0.0,90,4567,11,0,0,0,0,0,0,0,1,0,0,0,0
14616,None,287.42,0.0,0.0,90,3277,8,0,0,0,0,0,0,0,1,0,0,0,0
6668,None,284.39,0.0,0.0,1,2781,5,0,0,0,0,0,0,0,1,0,0,0,0
7537,None,291.55,0.0,0.0,1,5071,11,0,0,0,0,0,0,0,1,0,0,0,0
24149,None,267.65,0.0,0.0,1,6608,16,0,0,0,0,0,0,0,1,0,0,0,0
19458,None,255.61,0.0,0.0,5,5282,16,0,0,0,0,0,0,0,1,0,0,0,0
10862,None,277.92900000000003,0.0,0.0,32,6108,7,0,0,0,0,0,0,0,1,0,0,0,0
42990,None,267.86,0.0,0.0,1,5147,14,0,0,0,0,0,0,0,1,0,0,0,0
24446,None,310.07,0.0,0.0,75,3810,16,0,0,0,0,0,0,0,1,0,0,0,0
36231,None,292.96,0.0,0.0,90,6196,16,0,0,0,0,0,0,0,1,0,0,0,0
6499,None,259.72,0.0,0.0,1,5992,17,0,0,0,0,0,0,0,1,0,0,0,0
23526,None,275.15,0.0,0.0,40,848,23,0,0,0,0,0,0,0,1,0,0,0,0
21920,None,299.47,0.25,0.0,75,3945,19,0,0,0,0,0,0,0,1,0,0,0,0
14669,None,281.22,0.0,0.0,40,683,0,0,0,0,0,0,0,0,1,0,0,0,0
26186,None,271.28,0.0,0.0,90,5354,14,0,0,0,0,0,0,0,1,0,0,0,0
11398,None,259.36,0.0,0.0,1,6186,16,0,0,0,0,0,0,0,1,0,0,0,0
33124,None,266.07,0.0,0.0,75,4476,13,0,0,0,0,0,0,0,1,0,0,0,0
18287,None,262.67,0.0,0.0,90,979,23,0,0,0,0,0,0,0,1,0,0,0,0
5910,None,298.08,0.0,0.0,1,2581,20,0,0,0,0,0,0,0,1,0,0,0,0
30037,None,277.44,0.0,0.0,1,2859,20,0,0,0,0,0,0,0,1,0,0,0,0
15067,None,296.42,0.0,0.0,40,5347,8,0,0,0,0,0,0,0,1,0,0,0,0
37261,None,279.15,0.0,0.0,90,3950,18,0,0,0,0,0,0,0,1,0,0,0,0
28625,None,290.56,0.25,0.0,0,6509,7,0,0,0,0,0,0,0,1,0,0,0,0
12336,None,285.03,0.0,0.0,90,2655,21,0,0,0,0,0,0,0,1,0,0,0,0
35962,None,297.31,0.0,0.0,75,4044,18,0,0,0,0,0,0,0,1,0,0,0,0
6012,None,272.7,0.0,0.0,90,2060,21,0,0,0,0,0,0,0,1,0,0,0,0
33973,None,282.61,0.0,0.0,75,6485,7,0,0,0,0,0,0,0,1,0,0,0,0
40202,None,290.68,0.0,0.0,40,525,5,0,0,0,0,0,0,0,1,0,0,0,0
7950,None,267.94,0.0,0.0,90,511,0,0,0,0,0,0,0,0,1,0,0,0,0
32597,None,286.9240000000001,0.0,0.0,68,3962,19,0,0,0,0,0,0,0,1,0,0,0,0
6082,None,284.95,0.0,0.0,1,1425,0,0,0,0,0,0,0,0,1,0,0,0,0
25345,None,285.82,0.0,0.0,1,2816,5,0,0,0,0,0,0,0,1,0,0,0,0
37517,None,264.49,0.0,0.0,1,1933,20,0,0,0,0,0,0,0,1,0,0,0,0
11202,None,290.15,0.0,0.0,1,627,0,0,0,0,0,0,0,0,1,0,0,0,0
25083,None,288.15,0.0,0.0,75,664,0,0,0,0,0,0,0,0,1,0,0,0,0
1340,None,278.76,0.0,0.0,75,736,4,0,0,0,0,0,0,0,1,0,0,0,0
15409,None,296.14,0.0,0.0,75,3460,18,0,0,0,0,0,0,0,1,0,0,0,0
8923,None,270.49,0.0,0.0,90,1777,21,0,0,0,0,0,0,0,1,0,0,0,0
3640,None,293.13,0.0,0.0,1,2503,21,0,0,0,0,0,0,0,1,0,0,0,0
32497,None,296.032,0.0,0.0,0,3050,21,0,0,0,0,0,0,0,1,0,0,0,0
38901,None,282.73,0.0,0.0,1,839,4,0,0,0,0,0,0,0,1,0,0,0,0
33673,None,286.53,0.0,0.0,12,4440,15,0,0,0,0,0,0,0,1,0,0,0,0
17004,None,302.27,0.0,0.0,40,6023,16,0,0,0,0,0,0,0,1,0,0,0,0
22280,None,286.87,0.0,0.0,1,1018,6,0,0,0,0,0,0,0,1,0,0,0,0
38873,None,276.65,0.0,0.0,90,5571,17,0,0,0,0,0,0,0,1,0,0,0,0
10253,None,257.93,0.0,0.0,75,4462,9,0,0,0,0,0,0,0,1,0,0,0,0
1906,None,270.68,0.0,0.0,90,5130,9,0,0,0,0,0,0,0,1,0,0,0,0
2010,None,271.35,0.0,0.0,40,2906,5,0,0,0,0,0,0,0,1,0,0,0,0
28779,None,287.62,0.0,0.0,20,6631,16,0,0,0,0,0,0,0,1,0,0,0,0
33401,None,271.15,0.0,0.0,90,4183,11,0,0,0,0,0,0,0,1,0,0,0,0
18158,None,291.01,0.76,0.0,90,875,5,0,0,0,0,0,0,0,1,0,0,0,0
9179,None,294.52,0.0,0.0,20,807,0,0,0,0,0,0,0,0,1,0,0,0,0
12520,None,281.46,0.0,0.0,1,2924,19,0,0,0,0,0,0,0,1,0,0,0,0
1565,None,282.61,0.0,0.0,40,583,0,0,0,0,0,0,0,0,1,0,0,0,0
2880,None,273.42,0.0,0.0,90,2475,9,0,0,0,0,0,0,0,1,0,0,0,0
25138,None,256.59,0.0,0.0,90,4301,7,0,0,0,0,0,0,0,1,0,0,0,0
11721,None,295.94,0.0,0.0,1,4604,18,0,0,0,0,0,0,0,1,0,0,0,0
38283,None,287.93,0.0,0.0,90,3365,19,0,0,0,0,0,0,0,1,0,0,0,0
37720,None,283.94,0.0,0.0,40,3119,21,0,0,0,0,0,0,0,1,0,0,0,0
241,None,283.04,0.0,0.0,90,306,3,0,0,0,0,0,0,0,1,0,0,0,0
13446,None,296.06,0.0,0.0,90,4167,18,0,0,0,0,0,0,0,1,0,0,0,0
12840,None,285.39,0.0,0.0,1,1185,1,0,0,0,0,0,0,0,1,0,0,0,0
24472,None,287.18,0.0,0.0,0,5960,6,0,0,0,0,0,0,0,1,0,0,0,0
33285,None,256.94,0.0,0.0,90,3410,9,0,0,0,0,0,0,0,1,0,0,0,0
15182,None,281.18,0.0,0.0,64,5186,13,0,0,0,0,0,0,0,1,0,0,0,0
349,None,298.19,0.0,0.0,0,5863,14,0,0,0,0,0,0,0,1,0,0,0,0
12043,None,272.62,0.0,0.0,90,441,1,0,0,0,0,0,0,0,1,0,0,0,0
19255,None,276.21,0.0,0.0,1,4794,13,0,0,0,0,0,0,0,1,0,0,0,0
14766,None,255.91,0.0,0.0,64,4769,12,0,0,0,0,0,0,0,1,0,0,0,0
22997,None,270.28,0.0,0.0,90,5631,7,0,0,0,0,0,0,0,1,0,0,0,0
2450,None,264.14,0.0,0.0,90,2892,21,0,0,0,0,0,0,0,1,0,0,0,0
16119,None,272.8,0.0,0.0,1,1484,23,0,0,0,0,0,0,0,1,0,0,0,0
24553,None,277.68,0.0,0.0,90,2100,23,0,0,0,0,0,0,0,1,0,0,0,0
40248,None,267.15,0.0,0.0,90,539,0,0,0,0,0,0,0,0,1,0,0,0,0
15259,None,301.86,0.0,0.0,75,6514,16,0,0,0,0,0,0,0,1,0,0,0,0
38497,None,291.381,0.0,0.0,64,1148,0,0,0,0,0,0,0,0,1,0,0,0,0
23480,None,272.96,0.0,0.0,90,889,0,0,0,0,0,0,0,0,1,0,0,0,0
10488,None,276.54200000000003,0.0,0.0,0,442,2,0,0,0,0,0,0,0,1,0,0,0,0
9490,None,281.68,0.0,0.0,90,3062,22,0,0,0,0,0,0,0,1,0,0,0,0
20458,None,274.65,0.0,0.0,40,5487,9,0,0,0,0,0,0,0,1,0,0,0,0
4987,None,271.29,0.0,0.0,64,6621,7,0,0,0,0,0,0,0,1,0,0,0,0
35433,None,250.35,0.0,0.0,1,2731,5,0,0,0,0,0,0,0,1,0,0,0,0
33880,None,271.65,0.0,0.0,90,2118,17,0,0,0,0,0,0,0,1,0,0,0,0
31160,None,302.1,1.78,0.0,40,3998,17,0,0,0,0,0,0,0,1,0,0,0,0
33314,None,260.66,0.0,0.0,20,1433,22,0,0,0,0,0,0,0,1,0,0,0,0
35284,None,274.02,0.25,0.0,64,6118,16,0,0,0,0,0,0,0,1,0,0,0,0
2907,None,273.79,0.0,0.0,90,2970,19,0,0,0,0,0,0,0,1,0,0,0,0
24081,None,283.98,0.0,0.0,1,4536,15,0,0,0,0,0,0,0,1,0,0,0,0
16359,None,285.71,0.0,0.0,75,5485,6,0,0,0,0,0,0,0,1,0,0,0,0
34874,None,248.44,0.0,0.0,1,1006,6,0,0,0,0,0,0,0,1,0,0,0,0
4006,None,271.86,0.0,0.0,90,2711,5,0,0,0,0,0,0,0,1,0,0,0,0
4675,None,277.41,0.0,0.0,75,1006,23,0,0,0,0,0,0,0,1,0,0,0,0
42195,None,294.84,0.0,0.0,90,365,3,0,0,0,0,0,0,0,1,0,0,0,0
34454,None,277.15,0.0,0.0,75,365,3,0,0,0,0,0,0,0,1,0,0,0,0
37475,None,284.96,0.0,0.0,90,7068,7,0,0,0,0,0,0,0,1,0,0,0,0
10660,None,283.0,0.0,0.0,1,5742,8,0,0,0,0,0,0,0,1,0,0,0,0
40730,None,296.37,0.0,0.0,40,5040,14,0,0,0,0,0,0,0,1,0,0,0,0
21668,None,249.9,0.0,0.0,20,243,1,0,0,0,0,0,0,0,1,0,0,0,0
30213,None,280.86,0.0,0.0,75,6524,16,0,0,0,0,0,0,0,1,0,0,0,0
36536,None,269.65,0.0,0.0,75,1254,0,0,0,0,0,0,0,0,1,0,0,0,0
28999,None,267.81,0.0,0.0,75,3910,12,0,0,0,0,0,0,0,1,0,0,0,0
28480,None,260.86,0.0,0.0,1,531,2,0,0,0,0,0,0,0,1,0,0,0,0
13850,None,299.14,0.0,0.0,92,6222,15,0,0,0,0,0,0,0,1,0,0,0,0
20487,None,263.29,0.0,0.0,75,5209,8,0,0,0,0,0,0,0,1,0,0,0,0
16233,None,251.84,0.0,0.0,1,828,4,0,0,0,0,0,0,0,1,0,0,0,0
35650,None,281.14,0.64,0.0,64,4537,16,0,0,0,0,0,0,0,1,0,0,0,0
20656,None,265.24,0.0,0.0,20,2918,10,0,0,0,0,0,0,0,1,0,0,0,0
36013,None,297.62,0.0,0.0,75,4465,18,0,0,0,0,0,0,0,1,0,0,0,0
30397,None,298.09,0.0,0.0,1,2682,21,0,0,0,0,0,0,0,1,0,0,0,0
40208,None,291.45,0.0,0.0,1,4707,9,0,0,0,0,0,0,0,1,0,0,0,0
20111,None,269.822,0.0,0.0,0,2746,5,0,0,0,0,0,0,0,1,0,0,0,0
34412,None,294.25,0.0,0.0,8,2801,21,0,0,0,0,0,0,0,1,0,0,0,0
5860,None,282.66,0.0,0.0,1,372,1,0,0,0,0,0,0,0,1,0,0,0,0
32902,None,288.54,0.0,0.0,1,5243,9,0,0,0,0,0,0,0,1,0,0,0,0
15929,None,283.22,0.0,0.0,90,2587,21,0,0,0,0,0,0,0,1,0,0,0,0
17743,None,277.28,0.0,0.0,90,811,1,0,0,0,0,0,0,0,1,0,0,0,0
26665,None,266.72,0.0,0.0,90,2087,19,0,0,0,0,0,0,0,1,0,0,0,0
30744,None,282.89,0.0,0.0,1,258,2,0,0,0,0,0,0,0,1,0,0,0,0
6089,None,274.68,0.0,0.0,90,3942,18,0,0,0,0,0,0,0,1,0,0,0,0
29207,None,256.58,0.0,0.0,1,5684,7,0,0,0,0,0,0,0,1,0,0,0,0
17531,None,280.86,0.0,0.0,1,4922,8,0,0,0,0,0,0,0,1,0,0,0,0
28494,None,298.07,0.0,0.0,40,4883,18,0,0,0,0,0,0,0,1,0,0,0,0
28621,None,274.95,0.0,0.0,75,3036,21,0,0,0,0,0,0,0,1,0,0,0,0
35145,None,286.44,0.0,0.0,90,5655,17,0,0,0,0,0,0,0,1,0,0,0,0
42329,None,281.15,0.0,0.0,1,5338,14,0,0,0,0,0,0,0,1,0,0,0,0
85,None,297.47,0.0,0.0,1,2578,22,0,0,0,0,0,0,0,1,0,0,0,0
7281,None,283.8,0.0,0.0,40,317,3,0,0,0,0,0,0,0,1,0,0,0,0
11809,None,254.38,0.0,0.0,75,1867,8,0,0,0,0,0,0,0,1,0,0,0,0
2753,None,291.7,1.52,0.0,90,1264,7,0,0,0,0,0,0,0,1,0,0,0,0
4953,None,279.15,0.0,0.0,1,5706,6,0,0,0,0,0,0,0,1,0,0,0,0
20284,None,255.99,0.0,0.0,1,1589,21,0,0,0,0,0,0,0,1,0,0,0,0
16891,None,281.92,0.0,0.0,90,4306,11,0,0,0,0,0,0,0,1,0,0,0,0
1006,None,299.12,0.0,0.0,1,4756,13,0,0,0,0,0,0,0,1,0,0,0,0
37480,None,286.55,0.0,0.0,5,6280,17,0,0,0,0,0,0,0,1,0,0,0,0
13084,None,296.49,0.38,0.0,75,4468,16,0,0,0,0,0,0,0,1,0,0,0,0
42969,None,279.72,0.0,0.0,1,6893,16,0,0,0,0,0,0,0,1,0,0,0,0
8939,None,269.84,0.0,0.0,1,602,5,0,0,0,0,0,0,0,1,0,0,0,0
42790,None,261.77,0.0,0.0,20,5082,9,0,0,0,0,0,0,0,1,0,0,0,0
16905,None,270.01,0.0,0.0,20,6676,7,0,0,0,0,0,0,0,1,0,0,0,0
35504,None,264.86,0.0,0.0,90,839,6,0,0,0,0,0,0,0,1,0,0,0,0
34359,None,272.44,0.0,0.0,90,959,23,0,0,0,0,0,0,0,1,0,0,0,0
12134,None,296.65,0.0,0.0,1,848,1,0,0,0,0,0,0,0,1,0,0,0,0
40464,None,272.02,0.0,0.0,90,5839,15,0,0,0,0,0,0,0,1,0,0,0,0
29150,None,271.65,0.0,0.0,90,3224,18,0,0,0,0,0,0,0,1,0,0,0,0
9334,None,287.18,0.0,0.0,90,4353,18,0,0,0,0,0,0,0,1,0,0,0,0
34016,None,287.29,0.0,0.0,90,3327,19,0,0,0,0,0,0,0,1,0,0,0,0
7011,None,258.88,0.0,0.0,20,3055,21,0,0,0,0,0,0,0,1,0,0,0,0
31912,None,273.02,0.0,0.0,1,2491,20,0,0,0,0,0,0,0,1,0,0,0,0
1632,None,271.88,0.0,0.0,90,708,1,0,0,0,0,0,0,0,1,0,0,0,0
6293,None,290.62,0.0,0.0,90,362,1,0,0,0,0,0,0,0,1,0,0,0,0
1319,None,293.91,10.54,0.0,88,5225,9,0,0,0,0,0,0,0,1,0,0,0,0
38385,None,293.48,0.0,0.0,40,2083,22,0,0,0,0,0,0,0,1,0,0,0,0
25913,None,286.15,0.0,0.0,75,6161,8,0,0,0,0,0,0,0,1,0,0,0,0
29158,None,293.08,0.0,0.0,20,5324,12,0,0,0,0,0,0,0,1,0,0,0,0
39596,None,271.38,0.0,0.0,90,2702,21,0,0,0,0,0,0,0,1,0,0,0,0
25680,None,281.673,0.0,0.0,56,4805,11,0,0,0,0,0,0,0,1,0,0,0,0
12560,None,297.11,0.0,0.0,0,5294,9,0,0,0,0,0,0,0,1,0,0,0,0
27865,None,285.81,0.0,0.0,90,1381,0,0,0,0,0,0,0,0,1,0,0,0,0
29443,None,266.07,0.0,0.0,64,780,6,0,0,0,0,0,0,0,1,0,0,0,0
5782,None,276.46,0.0,0.0,75,5622,14,0,0,0,0,0,0,0,1,0,0,0,0
34191,None,289.55,0.0,0.0,1,874,4,0,0,0,0,0,0,0,1,0,0,0,0
37441,None,273.68,0.0,0.0,90,3810,11,0,0,0,0,0,0,0,1,0,0,0,0
39201,None,272.62,0.0,0.0,1,542,1,0,0,0,0,0,0,0,1,0,0,0,0
40592,None,292.18,0.0,0.0,75,4468,11,0,0,0,0,0,0,0,1,0,0,0,0
17101,None,280.38,0.0,0.0,40,4755,18,0,0,0,0,0,0,0,1,0,0,0,0
17955,None,285.31,0.25,0.0,90,372,3,0,0,0,0,0,0,0,1,0,0,0,0
21232,None,256.54,0.0,0.0,20,4634,9,0,0,0,0,0,0,0,1,0,0,0,0
13975,None,269.87,0.25,0.0,64,2107,21,0,0,0,0,0,0,0,1,0,0,0,0
32773,None,269.13,0.0,0.0,40,4559,10,0,0,0,0,0,0,0,1,0,0,0,0
35387,None,280.35,0.0,0.0,1,271,2,0,0,0,0,0,0,0,1,0,0,0,0
23915,None,286.28,0.0,0.0,75,4347,14,0,0,0,0,0,0,0,1,0,0,0,0
20386,None,290.75,0.0,0.0,90,4346,11,0,0,0,0,0,0,0,1,0,0,0,0
38418,None,299.36,0.0,0.0,80,5323,10,0,0,0,0,0,0,0,1,0,0,0,0
16888,None,273.56,0.0,0.0,20,375,3,0,0,0,0,0,0,0,1,0,0,0,0
23990,None,293.16,1.52,0.0,90,356,1,0,0,0,0,0,0,0,1,0,0,0,0
2563,None,262.78,0.0,0.0,5,3306,19,0,0,0,0,0,0,0,1,0,0,0,0
15062,None,293.79,0.0,0.0,40,4507,11,0,0,0,0,0,0,0,1,0,0,0,0
24779,None,261.18,0.0,0.0,40,4809,13,0,0,0,0,0,0,0,1,0,0,0,0
40673,None,294.29,0.0,0.0,90,5081,14,0,0,0,0,0,0,0,1,0,0,0,0
2088,None,290.75,0.0,0.0,1,923,4,0,0,0,0,0,0,0,1,0,0,0,0
11248,None,287.1,0.0,0.0,1,1407,0,0,0,0,0,0,0,0,1,0,0,0,0
29832,None,301.16,0.25,0.0,75,5925,16,0,0,0,0,0,0,0,1,0,0,0,0
18302,None,260.07,0.0,0.0,75,3130,18,0,0,0,0,0,0,0,1,0,0,0,0
18292,None,273.73,0.0,0.0,75,5113,13,0,0,0,0,0,0,0,1,0,0,0,0
16310,None,295.97,1.02,0.0,75,1690,22,0,0,0,0,0,0,0,1,0,0,0,0
42288,None,295.66,0.0,0.0,1,3532,22,0,0,0,0,0,0,0,1,0,0,0,0
16050,None,275.34,0.0,0.0,90,2234,20,0,0,0,0,0,0,0,1,0,0,0,0
4088,None,306.65,0.0,0.0,40,3970,16,0,0,0,0,0,0,0,1,0,0,0,0
31181,None,278.15,0.0,0.0,90,1451,23,0,0,0,0,0,0,0,1,0,0,0,0
21879,None,270.83,0.0,0.0,20,1627,23,0,0,0,0,0,0,0,1,0,0,0,0
1677,None,283.65,0.0,0.0,90,6206,16,0,0,0,0,0,0,0,1,0,0,0,0
9152,None,257.93,0.0,0.0,1,5402,14,0,0,0,0,0,0,0,1,0,0,0,0
25734,None,270.02,0.0,0.0,90,3621,19,0,0,0,0,0,0,0,1,0,0,0,0
23512,None,298.64,0.0,0.0,0,5924,15,0,0,0,0,0,0,0,1,0,0,0,0
