,holiday,temperature,rain_1h,snow_1h,clouds_percentage,population_density_categorical,time,Christmas Day,Columbus Day,Independence Day,Labor Day,Martin Luther King Jr Day,Memorial Day,New Years Day,None,State Fair,Thanksgiving Day,Veterans Day,Washingtons Birthday
2471,None,275.85,0.0,0.0,90,low,23,0,0,0,0,0,0,0,1,0,0,0,0
28034,None,270.86,0.0,0.0,90,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
28668,None,264.28,0.0,0.0,1,high,14,0,0,0,0,0,0,0,1,0,0,0,0
23451,None,287.19,0.76,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
1455,None,271.52,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
16077,None,271.56,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
31170,None,291.68,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
31148,None,272.87,0.0,0.0,90,medium,9,0,0,0,0,0,0,0,1,0,0,0,0
12513,None,276.36,0.0,0.0,75,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
25577,None,271.15,0.0,0.0,1,high,13,0,0,0,0,0,0,0,1,0,0,0,0
36974,None,263.15,0.0,0.0,20,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
14049,None,294.96,0.0,0.0,1,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
12477,None,271.47,0.0,0.0,1,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
11198,None,292.51,0.0,0.0,1,high,8,0,0,0,0,0,0,0,1,0,0,0,0
14128,None,300.69,0.0,0.0,40,medium,17,0,0,0,0,0,0,0,1,0,0,0,0
10580,None,302.41,0.0,0.0,40,high,16,0,0,0,0,0,0,0,1,0,0,0,0
36943,None,276.07,0.0,0.0,75,high,9,0,0,0,0,0,0,0,1,0,0,0,0
30550,None,265.69,0.0,0.0,75,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
38271,None,258.87,0.0,0.0,1,low,5,0,0,0,0,0,0,0,1,0,0,0,0
27822,None,257.29,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
20771,None,293.08,0.51,0.0,90,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
4461,None,305.12,0.0,0.0,0,high,14,0,0,0,0,0,0,0,1,0,0,0,0
28971,None,273.65,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
8387,None,293.29,0.51,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
31731,None,292.37,0.0,0.0,20,high,14,0,0,0,0,0,0,0,1,0,0,0,0
16178,None,272.55,0.0,0.0,40,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
13363,None,274.72,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
25047,None,286.39,0.0,0.0,1,high,14,0,0,0,0,0,0,0,1,0,0,0,0
3382,None,296.4,0.0,0.0,40,medium,17,0,0,0,0,0,0,0,1,0,0,0,0
10080,None,297.76,0.0,0.0,1,low,22,0,0,0,0,0,0,0,1,0,0,0,0
31168,None,276.93,0.0,0.0,1,high,6,0,0,0,0,0,0,0,1,0,0,0,0
41638,None,274.5,0.0,0.0,40,high,9,0,0,0,0,0,0,0,1,0,0,0,0
8688,None,272.73,0.0,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
23193,None,288.29,0.0,0.0,1,low,5,0,0,0,0,0,0,0,1,0,0,0,0
29526,None,270.51,0.0,0.0,5,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
4222,None,294.51,0.0,0.0,40,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
41395,None,287.69,0.98,0.0,90,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
29440,None,301.22,0.0,0.0,1,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
644,None,297.45,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
35132,None,304.399,0.0,0.0,0,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
37320,None,300.72,0.0,0.0,75,low,22,0,0,0,0,0,0,0,1,0,0,0,0
1201,None,269.35,0.0,0.0,40,high,17,0,0,0,0,0,0,0,1,0,0,0,0
35501,None,250.87,0.0,0.0,1,very low,22,0,0,0,0,0,0,0,1,0,0,0,0
17901,None,273.94,0.0,0.0,90,high,8,0,0,0,0,0,0,0,1,0,0,0,0
39450,None,295.16,0.0,0.0,40,high,14,0,0,0,0,0,0,0,1,0,0,0,0
24678,None,282.98,0.51,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
27020,None,290.91,0.3,0.0,0,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
26480,None,288.74,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
8404,None,285.45,2.79,0.0,1,very high,6,0,0,0,0,0,0,0,1,0,0,0,0
28627,None,272.41,0.0,0.0,90,medium,12,0,0,0,0,0,0,0,1,0,0,0,0
2724,None,285.59,0.0,0.0,90,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
15483,None,295.42,0.0,0.0,75,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
29167,None,258.71,0.0,0.0,40,high,10,0,0,0,0,0,0,0,1,0,0,0,0
2406,None,261.65,0.0,0.0,90,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
26503,None,288.94,0.0,0.0,40,high,12,0,0,0,0,0,0,0,1,0,0,0,0
13602,None,272.814,0.0,0.0,24,high,7,0,0,0,0,0,0,0,1,0,0,0,0
32458,None,277.28,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
5300,None,276.63,0.0,0.0,40,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
14796,None,258.52,0.0,0.0,40,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
30618,None,291.42,0.0,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
11215,None,276.65,0.0,0.0,75,high,13,0,0,0,0,0,0,0,1,0,0,0,0
36109,None,271.8,0.0,0.0,90,low,5,0,0,0,0,0,0,0,1,0,0,0,0
8898,None,290.8,0.0,0.0,0,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
5436,None,301.93,0.0,0.0,36,high,10,0,0,0,0,0,0,0,1,0,0,0,0
34439,None,271.55,0.0,0.0,90,low,9,0,0,0,0,0,0,0,1,0,0,0,0
5031,None,257.75,0.0,0.0,1,low,22,0,0,0,0,0,0,0,1,0,0,0,0
30395,None,276.15,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
16807,None,292.43,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
8038,None,293.95,0.0,0.0,1,medium,9,0,0,0,0,0,0,0,1,0,0,0,0
7346,None,301.75,0.0,0.0,5,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
408,None,289.61,0.25,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
17025,None,294.21,0.0,0.0,40,high,12,0,0,0,0,0,0,0,1,0,0,0,0
7955,None,268.28,0.0,0.0,1,low,22,0,0,0,0,0,0,0,1,0,0,0,0
18094,None,299.02,0.0,0.0,90,medium,16,0,0,0,0,0,0,0,1,0,0,0,0
23640,None,293.4,0.25,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
21843,None,291.71,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
34582,None,290.88,0.0,0.0,40,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
15257,None,285.33,0.25,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
25268,None,293.95,0.0,0.0,1,medium,5,0,0,0,0,0,0,0,1,0,0,0,0
40963,None,287.22,0.34,0.0,90,high,15,0,0,0,0,0,0,0,1,0,0,0,0
28728,None,262.02,0.0,0.0,90,low,19,0,0,0,0,0,0,0,1,0,0,0,0
10882,None,252.02,0.0,0.0,75,low,22,0,0,0,0,0,0,0,1,0,0,0,0
16808,None,288.36,0.0,0.0,1,high,9,0,0,0,0,0,0,0,1,0,0,0,0
4350,None,292.09,2.76,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
23028,None,289.3,0.0,0.0,1,medium,12,0,0,0,0,0,0,0,1,0,0,0,0
31732,None,301.8,0.0,0.0,1,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
12304,None,256.27,0.0,0.0,0,low,21,0,0,0,0,0,0,0,1,0,0,0,0
33378,None,291.43,0.0,0.0,90,medium,11,0,0,0,0,0,0,0,1,0,0,0,0
9298,None,276.72,0.0,0.0,5,high,15,0,0,0,0,0,0,0,1,0,0,0,0
12157,None,271.58,0.0,0.0,90,low,22,0,0,0,0,0,0,0,1,0,0,0,0
9536,None,280.33,0.0,0.0,64,low,23,0,0,0,0,0,0,0,1,0,0,0,0
12671,None,299.9,0.0,0.0,75,high,14,0,0,0,0,0,0,0,1,0,0,0,0
35926,None,273.58,0.0,0.0,75,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
5669,None,291.65,0.0,0.0,44,high,12,0,0,0,0,0,0,0,1,0,0,0,0
6671,None,303.66,0.0,0.0,0,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
3655,None,285.44,0.0,0.0,1,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
30648,None,269.79,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
24830,None,291.19,0.0,0.0,1,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
4869,None,279.51,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
30726,None,273.613,0.0,0.0,0,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
15610,None,299.79,0.0,0.0,40,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
30545,None,296.22,0.0,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
20037,None,300.84,0.0,0.0,1,medium,12,0,0,0,0,0,0,0,1,0,0,0,0
2691,None,273.6,0.0,0.0,64,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
41460,None,270.08,0.0,0.0,1,high,6,0,0,0,0,0,0,0,1,0,0,0,0
23044,None,298.68,0.0,0.0,20,high,15,0,0,0,0,0,0,0,1,0,0,0,0
8340,None,294.84,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
7922,None,269.01,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
25261,None,291.24,1.91,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
9289,None,262.03,0.0,0.0,90,high,14,0,0,0,0,0,0,0,1,0,0,0,0
20207,None,288.28,0.0,0.0,1,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
6684,None,261.72,0.0,0.0,90,medium,15,0,0,0,0,0,0,0,1,0,0,0,0
30340,None,291.02,0.0,0.0,1,low,5,0,0,0,0,0,0,0,1,0,0,0,0
21798,None,281.379,0.0,0.0,64,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
9653,None,275.13,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
19992,None,286.372,0.0,0.0,0,high,12,0,0,0,0,0,0,0,1,0,0,0,0
32892,None,284.65,0.0,0.0,1,high,11,0,0,0,0,0,0,0,1,0,0,0,0
39907,None,257.3,0.0,0.0,1,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
36734,None,252.77,0.0,0.0,1,very low,22,0,0,0,0,0,0,0,1,0,0,0,0
42505,None,287.15,0.38,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
29190,None,289.75,0.0,0.0,1,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
19042,None,260.29,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
21495,None,291.01,0.0,0.0,40,low,22,0,0,0,0,0,0,0,1,0,0,0,0
15041,None,270.79,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
4287,None,290.53,0.0,0.0,1,high,8,0,0,0,0,0,0,0,1,0,0,0,0
11965,None,272.62,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
27133,None,274.91,0.0,0.0,20,low,8,0,0,0,0,0,0,0,1,0,0,0,0
8297,None,279.58,0.0,0.0,75,high,18,0,0,0,0,0,0,0,1,0,0,0,0
13360,None,265.88,0.0,0.0,90,low,11,0,0,0,0,0,0,0,1,0,0,0,0
14324,None,263.68,0.0,0.0,75,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
13620,None,299.48,0.0,0.0,40,high,13,0,0,0,0,0,0,0,1,0,0,0,0
9164,None,255.82,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
12234,None,273.96,0.0,0.0,90,high,15,0,0,0,0,0,0,0,1,0,0,0,0
23688,None,250.14,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
9723,None,271.89,0.0,0.0,90,medium,13,0,0,0,0,0,0,0,1,0,0,0,0
31327,None,274.3,0.0,0.0,75,high,10,0,0,0,0,0,0,0,1,0,0,0,0
25124,None,254.55,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
16290,None,279.55,0.0,0.0,64,high,13,0,0,0,0,0,0,0,1,0,0,0,0
32453,None,292.79,0.0,0.0,75,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
25617,None,296.75,0.0,0.0,1,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
29448,None,294.95,0.0,0.0,75,low,21,0,0,0,0,0,0,0,1,0,0,0,0
12895,None,298.23,0.0,0.0,40,medium,14,0,0,0,0,0,0,0,1,0,0,0,0
13826,None,271.11,0.0,0.0,1,low,22,0,0,0,0,0,0,0,1,0,0,0,0
29449,None,299.34,0.0,0.0,1,high,13,0,0,0,0,0,0,0,1,0,0,0,0
27568,None,273.52,0.0,0.0,40,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
36784,None,262.23,0.0,0.0,1,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
11810,None,272.95,0.0,0.0,40,low,21,0,0,0,0,0,0,0,1,0,0,0,0
13943,None,292.68,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
40462,None,294.07,0.0,0.0,90,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
14825,None,292.34,0.0,0.0,80,very high,6,0,0,0,0,0,0,0,1,0,0,0,0
29798,None,272.35,0.0,0.0,75,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
20382,None,266.26,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
21178,None,256.92,0.0,0.0,90,medium,11,0,0,0,0,0,0,0,1,0,0,0,0
14276,None,287.34,0.0,0.0,40,high,12,0,0,0,0,0,0,0,1,0,0,0,0
42326,None,277.353,0.0,0.0,8,high,12,0,0,0,0,0,0,0,1,0,0,0,0
15411,None,289.81,0.0,0.0,92,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
29110,None,266.28,0.0,0.0,20,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
25220,None,290.35,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
33250,None,284.25,0.0,0.0,90,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
32189,None,292.35,0.0,0.0,75,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
14488,None,261.69,0.0,0.0,64,low,19,0,0,0,0,0,0,0,1,0,0,0,0
6263,None,294.17,0.0,0.0,1,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
36724,None,270.82,0.0,0.0,1,high,13,0,0,0,0,0,0,0,1,0,0,0,0
18592,None,267.82,0.0,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
31506,None,286.62,0.25,0.0,40,very high,6,0,0,0,0,0,0,0,1,0,0,0,0
172,None,266.65,0.0,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
29067,None,284.65,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
32297,None,289.73,0.0,0.0,90,high,15,0,0,0,0,0,0,0,1,0,0,0,0
11815,None,267.53,0.0,0.0,1,low,20,0,0,0,0,0,0,0,1,0,0,0,0
25387,None,278.08,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
6268,None,264.31,0.0,0.0,1,medium,14,0,0,0,0,0,0,0,1,0,0,0,0
7875,None,284.29,0.0,0.0,1,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
41922,None,263.47,0.0,0.0,64,low,20,0,0,0,0,0,0,0,1,0,0,0,0
39524,None,290.82,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
32346,None,289.56,0.0,0.0,75,medium,11,0,0,0,0,0,0,0,1,0,0,0,0
7606,None,278.95,0.56,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
31927,None,298.99,0.0,0.0,75,high,12,0,0,0,0,0,0,0,1,0,0,0,0
14981,None,283.79,0.0,0.0,1,low,5,0,0,0,0,0,0,0,1,0,0,0,0
33083,None,291.35,0.0,0.0,90,low,5,0,0,0,0,0,0,0,1,0,0,0,0
35252,None,303.15,0.0,0.0,75,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
21925,None,288.91,0.0,0.0,92,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
3448,None,287.82,0.0,0.0,90,low,22,0,0,0,0,0,0,0,1,0,0,0,0
36682,None,290.65,0.76,0.0,64,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
22517,None,264.37,0.0,0.0,40,low,20,0,0,0,0,0,0,0,1,0,0,0,0
11813,None,293.9,0.0,0.0,80,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
4625,None,280.08,0.0,0.0,40,high,13,0,0,0,0,0,0,0,1,0,0,0,0
35073,None,263.95,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
30793,None,279.27,0.0,0.0,75,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
12829,None,301.44,0.0,0.0,40,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
11499,None,283.95,0.0,0.0,1,low,20,0,0,0,0,0,0,0,1,0,0,0,0
34237,None,281.27,0.0,0.0,64,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
12309,None,296.37,0.0,0.0,1,low,22,0,0,0,0,0,0,0,1,0,0,0,0
22979,None,264.95,0.0,0.0,1,medium,11,0,0,0,0,0,0,0,1,0,0,0,0
11222,None,275.21,0.0,0.0,90,low,22,0,0,0,0,0,0,0,1,0,0,0,0
29040,None,271.73,0.0,0.0,1,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
35472,None,296.94,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
40025,None,290.91,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
26136,None,264.65,0.0,0.0,1,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
26339,None,295.98,1.0,0.0,40,low,5,0,0,0,0,0,0,0,1,0,0,0,0
6857,None,286.36,0.0,0.0,90,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
14154,None,279.2,0.0,0.0,1,high,10,0,0,0,0,0,0,0,1,0,0,0,0
24608,None,294.25,0.25,0.0,1,high,6,0,0,0,0,0,0,0,1,0,0,0,0
14223,None,274.768,0.0,0.0,0,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
32653,None,280.22,0.0,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
33510,None,258.85,0.0,0.0,40,low,8,0,0,0,0,0,0,0,1,0,0,0,0
41466,None,287.82,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
9397,None,251.54,0.0,0.0,1,low,20,0,0,0,0,0,0,0,1,0,0,0,0
38631,None,260.91,0.0,0.0,64,high,11,0,0,0,0,0,0,0,1,0,0,0,0
40255,None,270.49,0.0,0.0,40,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
32573,None,301.62,0.0,0.0,40,high,14,0,0,0,0,0,0,0,1,0,0,0,0
33338,None,274.06,0.0,0.0,0,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
6456,None,263.29,0.0,0.0,1,low,21,0,0,0,0,0,0,0,1,0,0,0,0
1851,None,280.1,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
30145,None,281.72,0.0,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
9937,None,296.6,0.0,0.0,12,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
35329,None,289.42,0.0,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
39247,None,268.57,0.0,0.0,90,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
39370,None,276.61,0.0,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
33185,None,278.63,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
3997,None,293.39,0.0,0.0,0,high,12,0,0,0,0,0,0,0,1,0,0,0,0
3397,None,301.44,0.0,0.0,90,high,17,0,0,0,0,0,0,0,1,0,0,0,0
26759,None,290.98,0.25,0.0,92,high,10,0,0,0,0,0,0,0,1,0,0,0,0
6410,None,288.55,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
16510,None,279.29,0.0,0.0,75,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
35055,None,290.87,0.0,0.0,90,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
29415,None,262.73,0.0,0.0,40,high,12,0,0,0,0,0,0,0,1,0,0,0,0
989,None,267.65,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
16172,None,294.58,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
3694,None,288.48,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
24242,None,275.85,0.0,0.0,64,high,12,0,0,0,0,0,0,0,1,0,0,0,0
32494,None,277.61,0.0,0.0,20,high,12,0,0,0,0,0,0,0,1,0,0,0,0
2393,None,289.35,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
32344,None,288.49,0.0,0.0,1,medium,5,0,0,0,0,0,0,0,1,0,0,0,0
21114,None,298.15,0.0,0.0,0,medium,17,0,0,0,0,0,0,0,1,0,0,0,0
24026,None,279.15,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
28373,None,289.1,0.0,0.0,20,high,13,0,0,0,0,0,0,0,1,0,0,0,0
28219,None,271.97,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
15404,None,296.42,0.0,0.0,90,high,15,0,0,0,0,0,0,0,1,0,0,0,0
35753,None,277.94,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
28331,None,297.56,0.0,0.0,0,low,6,0,0,0,0,0,0,0,1,0,0,0,0
28032,None,296.22,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
40805,None,305.17,0.0,0.0,40,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
24177,None,276.49,0.0,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
39822,None,286.45,0.0,0.0,1,low,22,0,0,0,0,0,0,0,1,0,0,0,0
894,None,295.37,5.69,0.0,90,high,7,0,0,0,0,0,0,0,1,0,0,0,0
18180,None,259.36,0.0,0.0,75,low,22,0,0,0,0,0,0,0,1,0,0,0,0
11000,None,250.32,0.0,0.0,1,high,6,0,0,0,0,0,0,0,1,0,0,0,0
2903,None,279.66900000000004,0.0,0.0,0,high,18,0,0,0,0,0,0,0,1,0,0,0,0
8310,None,271.01,0.0,0.0,90,high,14,0,0,0,0,0,0,0,1,0,0,0,0
10452,None,253.72,0.0,0.0,1,low,5,0,0,0,0,0,0,0,1,0,0,0,0
14194,None,268.35,0.0,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
32114,None,275.03,0.0,0.0,90,low,9,0,0,0,0,0,0,0,1,0,0,0,0
13660,None,285.14,0.0,0.0,75,high,13,0,0,0,0,0,0,0,1,0,0,0,0
32578,None,258.51,0.0,0.0,90,very low,7,0,0,0,0,0,0,0,1,0,0,0,0
1087,None,303.58,0.0,0.0,20,high,12,0,0,0,0,0,0,0,1,0,0,0,0
18377,None,257.75,0.0,0.0,90,high,15,0,0,0,0,0,0,0,1,0,0,0,0
1370,None,300.62,0.0,0.0,40,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
35577,None,298.89,0.0,0.0,40,low,20,0,0,0,0,0,0,0,1,0,0,0,0
11243,None,273.37,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
31011,None,273.948,0.0,0.0,32,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
10917,None,283.02,0.0,0.0,90,medium,13,0,0,0,0,0,0,0,1,0,0,0,0
12791,None,297.22,0.0,0.0,20,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
37929,None,262.01,0.0,0.0,75,high,10,0,0,0,0,0,0,0,1,0,0,0,0
8045,None,285.37,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
27265,None,273.35,0.0,0.0,64,medium,13,0,0,0,0,0,0,0,1,0,0,0,0
1215,None,256.93,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
5825,None,270.05,0.0,0.0,40,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
346,None,293.15,0.0,0.0,75,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
25413,None,296.04,0.0,0.0,1,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
9396,None,276.65,0.0,0.0,75,high,11,0,0,0,0,0,0,0,1,0,0,0,0
16145,None,297.6,0.25,0.0,40,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
26948,None,279.5,0.65,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
20496,None,293.82,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
17319,None,271.43,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
36024,None,283.29,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
15118,None,293.09,0.0,0.0,40,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
18253,None,272.95,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
43263,None,273.01,0.0,0.0,90,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
26637,None,271.65,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
28434,None,261.15,0.0,0.0,90,low,22,0,0,0,0,0,0,0,1,0,0,0,0
41948,None,291.9,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
29556,None,303.82,0.0,0.0,0,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
1231,None,260.77,0.0,0.0,75,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
26161,None,265.16,0.0,0.0,90,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
4937,None,272.936,0.0,0.0,0,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
26344,None,266.15,0.0,0.0,1,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
24081,None,283.98,0.0,0.0,1,high,15,0,0,0,0,0,0,0,1,0,0,0,0
33245,None,294.48,0.0,0.0,0,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
26332,None,299.82,0.0,0.0,40,high,17,0,0,0,0,0,0,0,1,0,0,0,0
5810,None,301.62,0.0,0.0,1,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
10943,None,276.15,0.0,0.0,90,low,5,0,0,0,0,0,0,0,1,0,0,0,0
